match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win
Rift Legends/2026 Season/Spring Split_Week 6_6_1,2026-05-21 17:31:00,26.10,Rift Legends 2026 Spring,Barcząca Esports,devils.one inStreamly,Barcząca Esports,"[""Nautilus"", ""Olaf"", ""Varus"", ""Shyvana"", ""K'Sante""]","[""Karma"", ""Bard"", ""Orianna"", ""Rumble"", ""Twisted Fate""]","[""Ashe"", ""Lee Sin"", ""Seraphine"", ""Anivia"", ""Jayce""]","[""Ezreal"", ""Nami"", ""Wukong"", ""Ryze"", ""Sion""]",[],[],1,leaguepedia_cargo_patch_range,0
Streamers Clash/Season 4_Day 4_3_1,2026-05-21 17:34:00,26.10,Streamers Clash Season 4,NATÁLKY IMAGINÁRNÍ KAMARÁDI,FREEZŮV WOLT DŮCHOĎÁK,FREEZŮV WOLT DŮCHOĎÁK,"[""Yuumi"", ""Mordekaiser"", ""Tristana"", ""Zeri"", ""Caitlyn""]","[""Vladimir"", ""Orianna"", ""Ahri"", ""Nautilus"", ""Brand""]","[""Malphite"", ""Xin Zhao"", ""Smolder"", ""Veigar"", ""Rell""]","[""Galio"", ""Amumu"", ""Ornn"", ""Ivern"", ""Sivir""]",[],[],0,leaguepedia_cargo_patch_range,1
Arabian League/2026 Season/Spring Playoffs_Finals_1_3,2026-05-21 17:49:00,26.09,Arabian League 2026 Spring Playoffs,FN Esports,Anubis Gaming,Anubis Gaming,"[""Varus"", ""Pantheon"", ""Nautilus"", ""Vayne"", ""Ambessa""]","[""Nocturne"", ""Orianna"", ""Karma"", ""Kog'Maw"", ""Sivir""]","[""Lulu"", ""Wukong"", ""Rumble"", ""Xayah"", ""Akali""]","[""Bard"", ""Vi"", ""Ezreal"", ""Ahri"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
LES/2026 Season/Spring Split_Week 7_4_2,2026-05-21 17:57:00,26.10,LES 2026 Spring,Movistar KOI Fénix,UCAM Esports,Movistar KOI Fénix,"[""Pyke"", ""Nocturne"", ""Nautilus"", ""Aurora"", ""Rumble""]","[""Orianna"", ""Pantheon"", ""Caitlyn"", ""Anivia"", ""Cassiopeia""]","[""Vi"", ""Lulu"", ""Yunara"", ""Gnar"", ""Taliyah""]","[""Lucian"", ""Milio"", ""Wukong"", ""Annie"", ""Sion""]",[],[],1,leaguepedia_cargo_patch_range,0
LIT/2026 Season/Summer Promotion_Round 4_1_2,2026-05-21 18:01:00,26.10,LIT 2026 Summer Promotion,DECOY 21,P11 Esports,DECOY 21,"[""Ahri"", ""Zaahen"", ""Aurora"", ""Gwen"", ""Jax""]","[""Cassiopeia"", ""Vayne"", ""Ambessa"", ""Yunara"", ""Jinx""]","[""Sion"", ""Jarvan IV"", ""Lulu"", ""Sivir"", ""Sylas""]","[""Ashe"", ""Seraphine"", ""Xin Zhao"", ""Gnar"", ""Hwei""]",[],[],1,leaguepedia_cargo_patch_range,0
Road Of Legends/2026 Season/Spring Playoffs_Round 1_4_1,2026-05-21 18:03:00,26.10,Road Of Legends 2026 Spring Playoffs,mCon esports,Senshi eSports (Benelux Team),mCon esports,"[""Jarvan IV"", ""Nautilus"", ""Caitlyn"", ""LeBlanc"", ""Sion""]","[""Rumble"", ""Orianna"", ""Karma"", ""Fiora"", ""Gwen""]","[""Lucian"", ""Xin Zhao"", ""Milio"", ""Ambessa"", ""Taliyah""]","[""Yunara"", ""Lulu"", ""Wukong"", ""K'Sante"", ""Akali""]",[],[],1,leaguepedia_cargo_patch_range,0
LFL/2026 Season/Spring Playoffs_Round 2_4_1,2026-05-21 18:04:00,26.10,LFL 2026 Spring Playoffs,Vitality.Bee,TLN Pirates,TLN Pirates,"[""Nautilus"", ""Caitlyn"", ""Anivia"", ""Sion"", ""Ambessa""]","[""Orianna"", ""Ezreal"", ""Ryze"", ""Vi"", ""Skarner""]","[""Milio"", ""Viktor"", ""Jinx"", ""Xin Zhao"", ""K'Sante""]","[""Yunara"", ""Pantheon"", ""Lulu"", ""Akali"", ""Gwen""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports Balkan League/2026 Season/Spring Playoffs_Round 3_1_1,2026-05-21 18:09:00,26.10,EBL 2026 Spring Playoffs,Lenovo Legion Honvéd,The Secret Club,The Secret Club,"[""Seraphine"", ""Annie"", ""Caitlyn"", ""LeBlanc"", ""Ahri""]","[""Orianna"", ""Ezreal"", ""Ambessa"", ""Gwen"", ""Gnar""]","[""Ornn"", ""Pantheon"", ""Hwei"", ""Sivir"", ""Karma""]","[""Sion"", ""Jayce"", ""Syndra"", ""Senna"", ""Nautilus""]",[],[],0,leaguepedia_cargo_patch_range,1
Rift Legends/2026 Season/Spring Split_Week 6_6_2,2026-05-21 18:11:00,26.10,Rift Legends 2026 Spring,Barcząca Esports,devils.one inStreamly,devils.one inStreamly,"[""Nautilus"", ""Olaf"", ""Shyvana"", ""Caitlyn"", ""Lucian""]","[""Bard"", ""Karma"", ""Orianna"", ""Jarvan IV"", ""Twisted Fate""]","[""Varus"", ""Kog'Maw"", ""Lulu"", ""Trundle"", ""Viktor""]","[""Milio"", ""Pantheon"", ""K'Sante"", ""Aphelios"", ""Ahri""]",[],[],0,leaguepedia_cargo_patch_range,1
LPLOL/2026 Season/Spring Split_Week 4_1_1,2026-05-21 18:13:00,26.09,LPLOL 2026 Spring,Francesinhas,Dream Esports,Dream Esports,"[""Orianna"", ""Jhin"", ""Karma"", ""Nami"", ""Neeko""]","[""Rengar"", ""Ashe"", ""Pantheon"", ""Fiora"", ""Vayne""]","[""Naafiri"", ""Yunara"", ""Bard"", ""Rumble"", ""Viktor""]","[""Smolder"", ""Hecarim"", ""K'Sante"", ""Rakan"", ""Vladimir""]",[],[],0,leaguepedia_cargo_patch_range,1
Streamers Clash/Season 4_Day 4_4_1,2026-05-21 18:38:00,26.10,Streamers Clash Season 4,HERDYNŮV LANGUSTA TÝM,STOPERCENTNÁ KAMILOVA TUTOFKA,HERDYNŮV LANGUSTA TÝM,"[""Gwen"", ""Vayne"", ""Ambessa"", ""Pantheon"", ""Jarvan IV""]","[""Malphite"", ""Viego"", ""Yuumi"", ""Sylas"", ""Nasus""]","[""Seraphine"", ""Nautilus"", ""Cho'Gath"", ""Lillia"", ""Tristana""]","[""Ashe"", ""Maokai"", ""Kayle"", ""Trundle"", ""Lissandra""]",[],[],1,leaguepedia_cargo_patch_range,0
LES/2026 Season/Spring Split_Week 7_4_3,2026-05-21 18:43:00,26.10,LES 2026 Spring,UCAM Esports,Movistar KOI Fénix,Movistar KOI Fénix,"[""Nautilus"", ""Bard"", ""Azir"", ""Sivir"", ""Corki""]","[""Orianna"", ""Nocturne"", ""Kalista"", ""Ahri"", ""Hwei""]","[""Pantheon"", ""Rumble"", ""Jhin"", ""Rell"", ""LeBlanc""]","[""Sejuani"", ""Anivia"", ""Ambessa"", ""Zeri"", ""Yuumi""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports Balkan League/2026 Season/Spring Playoffs_Round 3_1_2,2026-05-21 18:56:00,26.10,EBL 2026 Spring Playoffs,The Secret Club,Lenovo Legion Honvéd,Lenovo Legion Honvéd,"[""Lucian"", ""Aurora"", ""Ambessa"", ""Zoe"", ""Gnar""]","[""Seraphine"", ""Orianna"", ""Wukong"", ""Jarvan IV"", ""Nocturne""]","[""Ezreal"", ""Leona"", ""Ryze"", ""K'Sante"", ""Naafiri""]","[""Xin Zhao"", ""Kai'Sa"", ""Rell"", ""Rumble"", ""Swain""]",[],[],0,leaguepedia_cargo_patch_range,1
LIT/2026 Season/Summer Promotion_Round 4_1_3,2026-05-21 18:56:00,26.10,LIT 2026 Summer Promotion,DECOY 21,P11 Esports,P11 Esports,"[""Ahri"", ""Zaahen"", ""Tristana"", ""Neeko"", ""Aurora""]","[""Ornn"", ""Cassiopeia"", ""Ambessa"", ""Jax"", ""Orianna""]","[""Smolder"", ""Malphite"", ""Bard"", ""Akali"", ""Trundle""]","[""Pantheon"", ""Aphelios"", ""Gwen"", ""Milio"", ""Viktor""]",[],[],0,leaguepedia_cargo_patch_range,1
Road Of Legends/2026 Season/Spring Playoffs_Round 1_4_2,2026-05-21 18:57:00,26.10,Road Of Legends 2026 Spring Playoffs,mCon esports,Senshi eSports (Benelux Team),Senshi eSports (Benelux Team),"[""Jarvan IV"", ""Nautilus"", ""Orianna"", ""LeBlanc"", ""Ryze""]","[""Rumble"", ""Ashe"", ""Karma"", ""Anivia"", ""Annie""]","[""Pantheon"", ""Kai'Sa"", ""Neeko"", ""Sion"", ""Aurora""]","[""Ezreal"", ""Nocturne"", ""Bard"", ""Ahri"", ""Aatrox""]",[],[],0,leaguepedia_cargo_patch_range,1
LFL/2026 Season/Spring Playoffs_Round 2_4_2,2026-05-21 19:01:00,26.10,LFL 2026 Spring Playoffs,TLN Pirates,Vitality.Bee,Vitality.Bee,"[""Nautilus"", ""Pyke"", ""Anivia"", ""Sion"", ""Ahri""]","[""Orianna"", ""Caitlyn"", ""Seraphine"", ""Annie"", ""Mel""]","[""Ezreal"", ""Bard"", ""Vi"", ""Rumble"", ""LeBlanc""]","[""Karma"", ""Jarvan IV"", ""Sivir"", ""Aurora"", ""Galio""]",[],[],0,leaguepedia_cargo_patch_range,1
Rift Legends/2026 Season/Spring Split_Week 6_6_3,2026-05-21 19:06:00,26.10,Rift Legends 2026 Spring,devils.one inStreamly,Barcząca Esports,Barcząca Esports,"[""Rumble"", ""Bard"", ""Karma"", ""Yunara"", ""Neeko""]","[""Olaf"", ""Jarvan IV"", ""Shyvana"", ""Rell"", ""Braum""]","[""Orianna"", ""Naafiri"", ""Renekton"", ""Xayah"", ""Alistar""]","[""Nocturne"", ""Galio"", ""Gnar"", ""Nautilus"", ""Corki""]",[],[],0,leaguepedia_cargo_patch_range,1
LPLOL/2026 Season/Spring Split_Week 4_2_1,2026-05-21 19:12:00,26.09,LPLOL 2026 Spring,ZeroZone Gaming,Crusaders,Crusaders,"[""Ryze"", ""Corki"", ""K'Sante"", ""Jax"", ""Ornn""]","[""Orianna"", ""Lulu"", ""Nautilus"", ""Wukong"", ""Jarvan IV""]","[""Karma"", ""Ezreal"", ""Rumble"", ""Vi"", ""Ahri""]","[""Xin Zhao"", ""Lucian"", ""Nami"", ""Aurora"", ""Viktor""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports Balkan League/2026 Season/Spring Playoffs_Round 3_1_3,2026-05-21 19:46:00,26.10,EBL 2026 Spring Playoffs,Lenovo Legion Honvéd,The Secret Club,The Secret Club,"[""Seraphine"", ""Nocturne"", ""Wukong"", ""Yasuo"", ""Olaf""]","[""Orianna"", ""Lucian"", ""Skarner"", ""Zoe"", ""Viktor""]","[""Jarvan IV"", ""Corki"", ""Nami"", ""Renekton"", ""Annie""]","[""Yunara"", ""Lulu"", ""Sejuani"", ""Aurora"", ""Zaahen""]",[],[],0,leaguepedia_cargo_patch_range,1
Road Of Legends/2026 Season/Spring Playoffs_Round 1_4_3,2026-05-21 19:56:00,26.10,Road Of Legends 2026 Spring Playoffs,mCon esports,Senshi eSports (Benelux Team),mCon esports,"[""Jarvan IV"", ""Nautilus"", ""Orianna"", ""Jayce"", ""Renekton""]","[""Rumble"", ""Ashe"", ""Ryze"", ""Anivia"", ""Viktor""]","[""Karma"", ""Varus"", ""Zaahen"", ""Fiora"", ""Syndra""]","[""Jhin"", ""Vi"", ""Rakan"", ""Mel"", ""Jax""]",[],[],1,leaguepedia_cargo_patch_range,0
LFL/2026 Season/Spring Playoffs_Round 2_4_3,2026-05-21 20:08:00,26.10,LFL 2026 Spring Playoffs,Vitality.Bee,TLN Pirates,TLN Pirates,"[""Caitlyn"", ""Nami"", ""Nocturne"", ""Wukong"", ""Naafiri""]","[""Orianna"", ""Seraphine"", ""Anivia"", ""Ambessa"", ""Fiora""]","[""Cassiopeia"", ""Lee Sin"", ""Varus"", ""Leona"", ""Vayne""]","[""Syndra"", ""Jhin"", ""Sion"", ""Maokai"", ""Alistar""]",[],[],0,leaguepedia_cargo_patch_range,1
North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_1,2026-05-21 20:12:00,26.10,NACL 2026 Spring Playoffs,Winthrop University,Maryville University,Winthrop University,"[""Nocturne"", ""Lucian"", ""Jarvan IV"", ""Xin Zhao"", ""K'Sante""]","[""Karma"", ""Varus"", ""Orianna"", ""Cassiopeia"", ""Anivia""]","[""Ezreal"", ""Pantheon"", ""Neeko"", ""Akali"", ""Rumble""]","[""Jhin"", ""Bard"", ""Ryze"", ""Wukong"", ""Galio""]",[],[],1,leaguepedia_cargo_patch_range,0
LPLOL/2026 Season/Spring Split_Week 4_3_1,2026-05-21 20:20:00,26.09,LPLOL 2026 Spring,Bubliki,Ronaldo Team,Ronaldo Team,"[""Nautilus"", ""Jarvan IV"", ""Varus"", ""Bard"", ""Leona""]","[""Karma"", ""Xin Zhao"", ""Wukong"", ""Vi"", ""Naafiri""]","[""Orianna"", ""Seraphine"", ""Ashe"", ""Rek'Sai"", ""Renekton""]","[""Nocturne"", ""Ryze"", ""Ezreal"", ""Nami"", ""Vayne""]",[],[],0,leaguepedia_cargo_patch_range,1
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 6_3_1,2026-05-21 21:12:00,26.10,CD 2026 Split 2 Open Qualifier,Rumble Victory eSports,EmBRAZA! Esports,EmBRAZA! Esports,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 8_1_1,2026-05-21 21:13:00,26.10,CD 2026 Split 2 Open Qualifier,RAMPAGE (Brazilian Team),Barulhinhos,RAMPAGE (Brazilian Team),[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_2,2026-05-21 21:14:00,26.10,NACL 2026 Spring Playoffs,Winthrop University,Maryville University,Maryville University,"[""Nocturne"", ""Lucian"", ""Nautilus"", ""Annie"", ""Rell""]","[""Karma"", ""Orianna"", ""Varus"", ""Corki"", ""Sivir""]","[""Jarvan IV"", ""Jayce"", ""Viktor"", ""Ashe"", ""Seraphine""]","[""Ziggs"", ""Lee Sin"", ""Vayne"", ""Cassiopeia"", ""Pyke""]",[],[],0,leaguepedia_cargo_patch_range,1
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 6_2_1,2026-05-21 21:18:00,26.10,CD 2026 Split 2 Open Qualifier,Trupe dos Falange,Kleyton Rhasta,Trupe dos Falange,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 6_4_1,2026-05-21 21:20:00,26.10,CD 2026 Split 2 Open Qualifier,Nugget enterprises,Marere Invokers,Marere Invokers,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 6_1_1,2026-05-21 21:23:00,26.10,CD 2026 Split 2 Open Qualifier,Vasco E-Sports,Pandinhas,Vasco E-Sports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 8_2_1,2026-05-21 21:23:00,26.10,CD 2026 Split 2 Open Qualifier,PREDIQT,Kuma eSports B,Kuma eSports B,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
LPLOL/2026 Season/Spring Split_Week 4_4_1,2026-05-21 21:24:00,26.09,LPLOL 2026 Spring,Otter Side,GTZ Esports,Otter Side,"[""Pantheon"", ""Nautilus"", ""Hwei"", ""Ambessa"", ""Sion""]","[""Karma"", ""Vi"", ""Caitlyn"", ""Nami"", ""Seraphine""]","[""Orianna"", ""Xin Zhao"", ""Ezreal"", ""Leona"", ""Jayce""]","[""Bard"", ""Aurora"", ""Smolder"", ""Zaahen"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 6_3_2,2026-05-21 21:55:00,26.10,CD 2026 Split 2 Open Qualifier,EmBRAZA! Esports,Rumble Victory eSports,EmBRAZA! Esports,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Circuito Desafiante/2026 Season/Split 2 Promotion/Open Qualifier_Round 8_1_2,2026-05-21 22:02:00,26.10,CD 2026 Split 2 Open Qualifier,RAMPAGE (Brazilian Team),Barulhinhos,Barulhinhos,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
