match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win
Prime League 2nd Division/2026 Season/Spring Playoffs_Decider_2_2,2026-06-07 17:16:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,DKB XPERION NXT,PvB (Swiss Team),PvB (Swiss Team),[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Prime League 2nd Division/2026 Season/Spring Playoffs_Decider_1_3,2026-06-07 17:58:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,regnum4games,AceGaming,regnum4games,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Decider_2_3,2026-06-07 18:05:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,PvB (Swiss Team),DKB XPERION NXT,DKB XPERION NXT,[],[],[],[],[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/South America_Round 1_1_3,2026-06-07 18:06:00,26.11,Esports World Cup 2026 Online Qualifier: South America,LOUD,Vivo Keyd Stars,Vivo Keyd Stars,"[""Twisted Fate"", ""Nocturne"", ""Jarvan IV"", ""Akali"", ""Ahri""]","[""Orianna"", ""Karma"", ""Bard"", ""Ezreal"", ""Sivir""]","[""Naafiri"", ""Jayce"", ""Aurora"", ""Caitlyn"", ""Neeko""]","[""Varus"", ""Trundle"", ""Yorick"", ""LeBlanc"", ""Nautilus""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Playoffs_Finals_1_4,2026-06-07 18:07:00,26.10,LEC 2026 Spring Playoffs,Karmine Corp,G2 Esports,G2 Esports,"[""Lucian"", ""LeBlanc"", ""Ezreal"", ""Olaf"", ""Yorick""]","[""Orianna"", ""Anivia"", ""Varus"", ""Miss Fortune"", ""Kai'Sa""]","[""Azir"", ""Skarner"", ""Nautilus"", ""Jayce"", ""Jhin""]","[""Annie"", ""Pantheon"", ""Rell"", ""Sivir"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
LEC/2026 Season/Spring Playoffs_Finals_1_5,2026-06-07 18:59:00,26.10,LEC 2026 Spring Playoffs,G2 Esports,Karmine Corp,G2 Esports,"[""Ezreal"", ""Twisted Fate"", ""Wukong"", ""Yasuo"", ""Olaf""]","[""Orianna"", ""Milio"", ""Kalista"", ""Miss Fortune"", ""Jinx""]","[""Varus"", ""Poppy"", ""Akali"", ""Aatrox"", ""Nidalee""]","[""Anivia"", ""Alistar"", ""Senna"", ""Nasus"", ""Kled""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/South America_Round 1_2_1,2026-06-07 19:18:00,26.11,Esports World Cup 2026 Online Qualifier: South America,RED Canids,Leviatan,RED Canids,"[""Varus"", ""Nocturne"", ""Pantheon"", ""Karma"", ""Wukong""]","[""Jarvan IV"", ""Caitlyn"", ""Bard"", ""Lucian"", ""Ashe""]","[""Orianna"", ""Vi"", ""Gwen"", ""Xayah"", ""Rakan""]","[""Ezreal"", ""Sion"", ""Akali"", ""Zaahen"", ""Leona""]",[],[],1,leaguepedia_cargo_patch_range,0
Prime League 2nd Division/2026 Season/Spring Playoffs_Decider_2_4,2026-06-07 19:53:00,26.11,PRM 2nd Division 25-26 Spring Playoffs,DKB XPERION NXT,PvB (Swiss Team),DKB XPERION NXT,[],[],[],[],[],[],1,leaguepedia_cargo_patch_range,0
LCS/2026 Season/Spring Playoffs_Round 2_2_1,2026-06-07 20:11:00,26.11,LCS 2026 Spring Playoffs,LYON (2024 American Team),Cloud9,LYON (2024 American Team),"[""Akali"", ""Varus"", ""Karma"", ""Sylas"", ""Gnar""]","[""Lee Sin"", ""Orianna"", ""Cassiopeia"", ""Annie"", ""Viktor""]","[""Nocturne"", ""Senna"", ""Nautilus"", ""Sion"", ""Ziggs""]","[""Lucian"", ""Milio"", ""Wukong"", ""Ryze"", ""Renekton""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/South America_Round 1_2_2,2026-06-07 20:13:00,26.11,Esports World Cup 2026 Online Qualifier: South America,RED Canids,Leviatan,RED Canids,"[""Nocturne"", ""Rumble"", ""Jarvan IV"", ""Nautilus"", ""Neeko""]","[""Caitlyn"", ""Bard"", ""Varus"", ""Lucian"", ""Ashe""]","[""Cassiopeia"", ""Naafiri"", ""Yorick"", ""Jhin"", ""Karma""]","[""Pantheon"", ""Anivia"", ""Jayce"", ""Miss Fortune"", ""Rell""]",[],[],1,leaguepedia_cargo_patch_range,0
LCS/2026 Season/Spring Playoffs_Round 2_2_2,2026-06-07 21:13:00,26.11,LCS 2026 Spring Playoffs,LYON (2024 American Team),Cloud9,LYON (2024 American Team),"[""Akali"", ""Neeko"", ""Orianna"", ""Xin Zhao"", ""K'Sante""]","[""Lee Sin"", ""Cassiopeia"", ""Seraphine"", ""Twisted Fate"", ""Galio""]","[""Karma"", ""Jhin"", ""Jarvan IV"", ""Annie"", ""Aurora""]","[""Varus"", ""Bard"", ""Viktor"", ""Rumble"", ""Naafiri""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/South America_Round 1_3_1,2026-06-07 21:33:00,26.11,Esports World Cup 2026 Online Qualifier: South America,paiN Gaming,Fluxo W7M,Fluxo W7M,"[""Bard"", ""Karma"", ""Jarvan IV"", ""Naafiri"", ""Nocturne""]","[""Varus"", ""Orianna"", ""Cassiopeia"", ""Pantheon"", ""Xin Zhao""]","[""Caitlyn"", ""Neeko"", ""Anivia"", ""Vi"", ""K'Sante""]","[""Ryze"", ""Jhin"", ""Rakan"", ""Rumble"", ""Aatrox""]",[],[],0,leaguepedia_cargo_patch_range,1
LCS/2026 Season/Spring Playoffs_Round 2_2_3,2026-06-07 22:08:00,26.11,LCS 2026 Spring Playoffs,LYON (2024 American Team),Cloud9,LYON (2024 American Team),"[""Lee Sin"", ""Seraphine"", ""Alistar"", ""Pantheon"", ""Yorick""]","[""Caitlyn"", ""Lulu"", ""Neeko"", ""Trundle"", ""Olaf""]","[""Orianna"", ""Miss Fortune"", ""Rell"", ""Jayce"", ""Sejuani""]","[""Cassiopeia"", ""Ezreal"", ""Rakan"", ""Xin Zhao"", ""Malphite""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/South America_Round 1_3_2,2026-06-07 22:43:00,26.11,Esports World Cup 2026 Online Qualifier: South America,Fluxo W7M,paiN Gaming,paiN Gaming,"[""Orianna"", ""Bard"", ""Cassiopeia"", ""Akali""]","[""Varus"", ""Karma"", ""Renekton"", ""Sion"", ""Yorick""]","[""Lucian"", ""Milio"", ""Xin Zhao"", ""Aurora"", ""Malphite""]","[""Jarvan IV"", ""Nautilus"", ""Miss Fortune"", ""Jayce"", ""Taliyah""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/South America_Round 1_3_3,2026-06-07 23:38:00,26.11,Esports World Cup 2026 Online Qualifier: South America,Fluxo W7M,paiN Gaming,Fluxo W7M,"[""Orianna"", ""Varus"", ""Nocturne"", ""Annie"", ""Ambessa""]","[""Bard"", ""Karma"", ""Cassiopeia"", ""Renekton"", ""Vayne""]","[""Pantheon"", ""Mel"", ""Pyke"", ""LeBlanc"", ""Yorick""]","[""Ashe"", ""Seraphine"", ""Olaf"", ""Gnar"", ""Ahri""]",[],[],1,leaguepedia_cargo_patch_range,0
2026 Asia Masters_Day 1_1_1,2026-06-08 06:11:00,26.11,Asia Masters 2026,Dplus Kia Challengers,EDward Gaming Youth Team,Dplus Kia Challengers,"[""Bard"", ""Varus"", ""Nocturne"", ""Xin Zhao"", ""Jarvan IV""]","[""Orianna"", ""Cassiopeia"", ""Caitlyn"", ""Lee Sin"", ""Naafiri""]","[""Ryze"", ""Miss Fortune"", ""Nautilus"", ""Viego"", ""Rumble""]","[""Ezreal"", ""Karma"", ""Anivia"", ""Wukong"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
2026 Asia Masters_Day 1_2_1,2026-06-08 07:04:00,26.11,Asia Masters 2026,FENNEL,Bilibili Gaming Junior,Bilibili Gaming Junior,"[""Ezreal"", ""Nocturne"", ""Bard"", ""Jarvan IV"", ""Pantheon""]","[""Lee Sin"", ""Naafiri"", ""Caitlyn"", ""Akali"", ""Ambessa""]","[""Varus"", ""Vi"", ""Nautilus"", ""Taliyah"", ""Rumble""]","[""Lucian"", ""Milio"", ""Orianna"", ""Xin Zhao"", ""Sion""]",[],[],0,leaguepedia_cargo_patch_range,1
2026 Asia Masters_Day 1_3_1,2026-06-08 07:55:00,26.11,Asia Masters 2026,Saigon Warriors,Nongshim Esports Academy,Nongshim Esports Academy,"[""Varus"", ""Cassiopeia"", ""Karma"", ""Annie"", ""Xin Zhao""]","[""Orianna"", ""Jarvan IV"", ""Nocturne"", ""Vi"", ""Trundle""]","[""Ezreal"", ""Nautilus"", ""Rumble"", ""Ryze"", ""Pantheon""]","[""Lucian"", ""Milio"", ""K'Sante"", ""Skarner"", ""Taliyah""]",[],[],0,leaguepedia_cargo_patch_range,1
2026 Asia Masters_Day 1_4_1,2026-06-08 08:49:00,26.11,Asia Masters 2026,Saigon Dino,Weibo Gaming Youth Team,Weibo Gaming Youth Team,"[""Ezreal"", ""Sion"", ""Taliyah"", ""Lulu"", ""Nautilus""]","[""Varus"", ""Cassiopeia"", ""Nocturne"", ""K'Sante"", ""Xin Zhao""]","[""Orianna"", ""Milio"", ""Lucian"", ""Ornn"", ""Lee Sin""]","[""Jarvan IV"", ""Akali"", ""Rumble"", ""Bard"", ""Caitlyn""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2 Playoffs_Round 3_1_1,2026-06-08 09:25:00,26.10,LPL 2026 Split 2 Playoffs,Anyone's Legend,Bilibili Gaming,Bilibili Gaming,"[""Varus"", ""Naafiri"", ""Jarvan IV"", ""Vi"", ""Trundle""]","[""Orianna"", ""Rumble"", ""Ezreal"", ""Annie"", ""LeBlanc""]","[""Seraphine"", ""Caitlyn"", ""Sion"", ""Wukong"", ""Ahri""]","[""Ashe"", ""Cassiopeia"", ""Shen"", ""Pantheon"", ""Lulu""]",[],[],0,leaguepedia_cargo_patch_range,1
2026 Asia Masters_Day 1_5_1,2026-06-08 09:53:00,26.11,Asia Masters 2026,KT Rolster Challengers,T1 Esports Academy,T1 Esports Academy,"[""Varus"", ""Nocturne"", ""Karma"", ""Ashe"", ""Yunara""]","[""Jarvan IV"", ""Orianna"", ""K'Sante"", ""Akali"", ""Galio""]","[""Milio"", ""Lucian"", ""Xin Zhao"", ""Sion"", ""Ahri""]","[""Rumble"", ""Vi"", ""Cassiopeia"", ""Senna"", ""Alistar""]",[],[],0,leaguepedia_cargo_patch_range,1
LPL/2026 Season/Split 2 Playoffs_Round 3_1_2,2026-06-08 10:30:00,26.10,LPL 2026 Split 2 Playoffs,Bilibili Gaming,Anyone's Legend,Bilibili Gaming,"[""Vi"", ""Ezreal"", ""Gnar"", ""Nautilus"", ""Rakan""]","[""Varus"", ""Rumble"", ""Orianna"", ""Annie"", ""Twisted Fate""]","[""Naafiri"", ""Lucian"", ""Milio"", ""K'Sante"", ""Aurora""]","[""Ryze"", ""Lee Sin"", ""Jayce"", ""Senna"", ""Alistar""]",[],[],1,leaguepedia_cargo_patch_range,0
2026 Asia Masters_Day 1_6_1,2026-06-08 10:50:00,26.11,Asia Masters 2026,Top Esports Challenger,CTBC Flying Oyster Academy,Top Esports Challenger,"[""Nocturne"", ""Cassiopeia"", ""Nautilus"", ""Vi"", ""Naafiri""]","[""Varus"", ""Jarvan IV"", ""Bard"", ""Jhin"", ""Caitlyn""]","[""Karma"", ""Orianna"", ""Rumble"", ""Sivir"", ""Skarner""]","[""Ezreal"", ""Seraphine"", ""Galio"", ""Udyr"", ""Lee Sin""]",[],[],1,leaguepedia_cargo_patch_range,0
LPL/2026 Season/Split 2 Playoffs_Round 3_1_3,2026-06-08 11:29:00,26.10,LPL 2026 Split 2 Playoffs,Bilibili Gaming,Anyone's Legend,Bilibili Gaming,"[""Vi"", ""Annie"", ""Gnar"", ""Vayne"", ""Viktor""]","[""Varus"", ""Rumble"", ""Orianna"", ""Xin Zhao"", ""Akali""]","[""Ezreal"", ""Bard"", ""Twisted Fate"", ""Rek'Sai"", ""Nidalee""]","[""Karma"", ""Jarvan IV"", ""Sivir"", ""Renekton"", ""Mel""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 1_8_1,2026-06-08 15:04:00,26.11,EM 2026 Spring Play-In,Frites Esports Club,Ruddy Corporation,Ruddy Corporation,"[""Jarvan IV"", ""Bard"", ""Nocturne"", ""Ambessa"", ""Trundle""]","[""Orianna"", ""Ashe"", ""Ezreal"", ""Viktor"", ""Syndra""]","[""Karma"", ""Xin Zhao"", ""Jhin"", ""Vex"", ""Sion""]","[""Lucian"", ""Milio"", ""Cassiopeia"", ""Wukong"", ""Cho'Gath""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 1_2_1,2026-06-08 15:05:00,26.11,EM 2026 Spring Play-In,Otter Side,E WIE EINFACH E-SPORTS,E WIE EINFACH E-SPORTS,"[""Vi"", ""Nocturne"", ""Karma"", ""Wukong"", ""Pantheon""]","[""Pyke"", ""Orianna"", ""Ryze"", ""Yorick"", ""Jarvan IV""]","[""Cassiopeia"", ""Varus"", ""Nautilus"", ""Dr. Mundo"", ""Rumble""]","[""Ezreal"", ""Viktor"", ""Braum"", ""Xin Zhao"", ""Jayce""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 1_4_1,2026-06-08 15:05:00,26.11,EM 2026 Spring Play-In,GMBLERS Esports,Nightbirds,Nightbirds,"[""Varus"", ""Jarvan IV"", ""Nautilus"", ""Akali"", ""Aurora""]","[""Karma"", ""Nocturne"", ""Seraphine"", ""Sion""]","[""Orianna"", ""Ezreal"", ""Bard"", ""Naafiri"", ""K'Sante""]","[""Caitlyn"", ""Xin Zhao"", ""Neeko"", ""LeBlanc"", ""Ornn""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 1_5_1,2026-06-08 15:06:00,26.11,EM 2026 Spring Play-In,mCon esports,GOAL,GOAL,"[""Jayce"", ""Bard"", ""Karma"", ""Orianna"", ""Akali""]","[""Taliyah"", ""Ashe"", ""Pantheon"", ""Irelia"", ""Yone""]","[""Varus"", ""Ivern"", ""Nautilus"", ""K'Sante"", ""Hwei""]","[""Nocturne"", ""Ezreal"", ""Rell"", ""Ryze"", ""Vayne""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 1_6_1,2026-06-08 15:07:00,26.11,EM 2026 Spring Play-In,Bomba Team,Magaza Esports,Bomba Team,"[""Nautilus"", ""Varus"", ""Caitlyn"", ""Gnar"", ""Vayne""]","[""Karma"", ""Orianna"", ""Ashe"", ""Xin Zhao"", ""Skarner""]","[""Cassiopeia"", ""K'Sante"", ""Ezreal"", ""Wukong"", ""Rell""]","[""Aurora"", ""Bard"", ""Corki"", ""Twisted Fate"", ""Udyr""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 1_7_1,2026-06-08 15:07:00,26.11,EM 2026 Spring Play-In,CITA Kaizen,Bubliki,CITA Kaizen,"[""Cassiopeia"", ""Jayce"", ""Orianna"", ""K'Sante"", ""Sion""]","[""Nocturne"", ""Varus"", ""Xin Zhao"", ""Pantheon"", ""Rek'Sai""]","[""Ryze"", ""Caitlyn"", ""Karma"", ""Volibear"", ""Wukong""]","[""Ezreal"", ""Lee Sin"", ""Nautilus"", ""Akali"", ""Gnar""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 1_1_1,2026-06-08 15:12:00,26.11,EM 2026 Spring Play-In,Karmine Corp Blue,Partizan Sangal,Karmine Corp Blue,"[""Seraphine"", ""Xin Zhao"", ""Varus"", ""Jayce"", ""Gnar""]","[""Orianna"", ""Bard"", ""Anivia"", ""Skarner"", ""Jarvan IV""]","[""Cassiopeia"", ""Jhin"", ""Nautilus"", ""Rumble"", ""Pantheon""]","[""Ezreal"", ""Nocturne"", ""Leona"", ""Viktor"", ""K'Sante""]",[],[],1,leaguepedia_cargo_patch_range,0
Esports World Cup 2026/Online Qualifiers/South America_Round 1_4_1,2026-06-08 16:08:00,26.11,Esports World Cup 2026 Online Qualifier: South America,Leviatan,paiN Gaming,paiN Gaming,"[""Varus"", ""Nocturne"", ""Jarvan IV"", ""Neeko"", ""Xayah""]","[""Caitlyn"", ""Orianna"", ""Bard"", ""Jhin"", ""Nautilus""]","[""Cassiopeia"", ""Rumble"", ""Vi"", ""Ashe"", ""Rell""]","[""Pantheon"", ""Anivia"", ""K'Sante"", ""Seraphine"", ""Ezreal""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 2_7_1,2026-06-08 16:30:00,26.11,EM 2026 Spring Play-In,Frites Esports Club,Magaza Esports,Frites Esports Club,"[""Nautilus"", ""Varus"", ""Aurora"", ""Vi"", ""Wukong""]","[""Ashe"", ""Karma"", ""Orianna"", ""LeBlanc"", ""Akali""]","[""Xin Zhao"", ""Yunara"", ""Lulu"", ""Taliyah"", ""Aatrox""]","[""Caitlyn"", ""Bard"", ""Ahri"", ""Trundle"", ""Gwen""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 2_6_1,2026-06-08 16:32:00,26.11,EM 2026 Spring Play-In,Otter Side,GMBLERS Esports,Otter Side,"[""Lucian"", ""Varus"", ""Bard"", ""Mel"", ""Galio""]","[""Karma"", ""Nocturne"", ""Orianna"", ""Aurora"", ""Ahri""]","[""Senna"", ""Nautilus"", ""Wukong"", ""K'Sante"", ""Cassiopeia""]","[""Jarvan IV"", ""Caitlyn"", ""Rell"", ""Rumble"", ""Anivia""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 2_8_1,2026-06-08 16:32:00,26.11,EM 2026 Spring Play-In,Partizan Sangal,Bubliki,Partizan Sangal,"[""Jarvan IV"", ""Ryze"", ""Cassiopeia"", ""Viktor"", ""Gnar""]","[""Shen"", ""Xin Zhao"", ""Orianna"", ""Nautilus"", ""Lulu""]","[""Varus"", ""Rek'Sai"", ""Mel"", ""Rell"", ""Ornn""]","[""Ashe"", ""Nocturne"", ""Milio"", ""Syndra"", ""Aatrox""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 2_5_1,2026-06-08 16:33:00,26.11,EM 2026 Spring Play-In,mCon esports,FN Esports,FN Esports,"[""Orianna"", ""Caitlyn"", ""Jarvan IV"", ""Sion"", ""Irelia""]","[""Pantheon"", ""Varus"", ""Karma"", ""Viktor"", ""Hwei""]","[""Ezreal"", ""Bard"", ""Jayce"", ""Naafiri"", ""Akali""]","[""Ashe"", ""Seraphine"", ""Vi"", ""Cassiopeia"", ""K'Sante""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 2_1_1,2026-06-08 16:35:00,26.11,EM 2026 Spring Play-In,CITA Kaizen,Karmine Corp Blue,Karmine Corp Blue,"[""Sion"", ""Bard"", ""Akali"", ""Lulu"", ""Xayah""]","[""Nocturne"", ""Ezreal"", ""Cassiopeia"", ""Poppy"", ""Jhin""]","[""Orianna"", ""Vi"", ""Varus"", ""K'Sante"", ""Alistar""]","[""Rumble"", ""Lee Sin"", ""Irelia"", ""Senna"", ""Tahm Kench""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 2_4_1,2026-06-08 16:35:00,26.11,EM 2026 Spring Play-In,Bomba Team,Ruddy Corporation,Ruddy Corporation,"[""Jarvan IV"", ""Bard"", ""Akali"", ""Olaf"", ""Nautilus""]","[""Karma"", ""Ashe"", ""Vex"", ""Braum"", ""Seraphine""]","[""Orianna"", ""Wukong"", ""Ezreal"", ""Sion"", ""Rakan""]","[""Nocturne"", ""Varus"", ""Aurora"", ""Caitlyn"", ""Neeko""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 2_2_1,2026-06-08 16:36:00,26.11,EM 2026 Spring Play-In,E WIE EINFACH E-SPORTS,Nightbirds,E WIE EINFACH E-SPORTS,"[""Nocturne"", ""Karma"", ""Nautilus"", ""Ambessa"", ""Aatrox""]","[""Rumble"", ""Orianna"", ""Bard"", ""Caitlyn"", ""Lucian""]","[""Cassiopeia"", ""Naafiri"", ""Sion"", ""Varus"", ""Leona""]","[""Ezreal"", ""Jarvan IV"", ""Viktor"", ""Gnar"", ""Alistar""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 2_3_1,2026-06-08 16:36:00,26.11,EM 2026 Spring Play-In,GOAL,Verdant,Verdant,"[""Akali"", ""Nocturne"", ""Karma"", ""Olaf"", ""Ryze""]","[""Orianna"", ""Cassiopeia"", ""Ashe"", ""Anivia"", ""Ahri""]","[""Varus"", ""Skarner"", ""Bard"", ""Ezreal"", ""LeBlanc""]","[""Senna"", ""Pantheon"", ""Nautilus"", ""Aurora"", ""Jayce""]",[],[],0,leaguepedia_cargo_patch_range,1
Esports World Cup 2026/Online Qualifiers/South America_Round 1_4_2,2026-06-08 16:59:00,26.11,Esports World Cup 2026 Online Qualifier: South America,Leviatan,paiN Gaming,paiN Gaming,"[""Varus"", ""Nocturne"", ""Bard"", ""Nautilus"", ""Milio""]","[""Caitlyn"", ""Orianna"", ""Karma"", ""Yorick"", ""Lee Sin""]","[""Ryze"", ""Xayah"", ""Rakan"", ""Sion"", ""Naafiri""]","[""Jarvan IV"", ""Ahri"", ""Jayce"", ""Zeri"", ""Lulu""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 3_1_1,2026-06-08 18:03:00,26.11,EM 2026 Spring Play-In,Karmine Corp Blue,Verdant,Karmine Corp Blue,"[""Seraphine"", ""Varus"", ""Cassiopeia"", ""Sion"", ""Gangplank""]","[""Rumble"", ""Orianna"", ""Nocturne"", ""Naafiri"", ""Vi""]","[""Anivia"", ""Jhin"", ""Nautilus"", ""Xin Zhao"", ""Renekton""]","[""Ezreal"", ""Karma"", ""Jarvan IV"", ""Aurora"", ""Jax""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 3_5_1,2026-06-08 18:03:00,26.11,EM 2026 Spring Play-In,CITA Kaizen,Nightbirds,CITA Kaizen,"[""Akali"", ""Irelia"", ""Bard"", ""Nautilus"", ""Ahri""]","[""Nocturne"", ""Lucian"", ""Varus"", ""Sivir"", ""Jhin""]","[""Orianna"", ""Karma"", ""Naafiri"", ""Caitlyn"", ""Sion""]","[""Ezreal"", ""Rumble"", ""Bel'Veth"", ""Ryze"", ""Camille""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 3_7_1,2026-06-08 18:03:00,26.11,EM 2026 Spring Play-In,Magaza Esports,GMBLERS Esports,GMBLERS Esports,"[""Nautilus"", ""Bard"", ""Aurora"", ""Ahri"", ""Syndra""]","[""Karma"", ""Orianna"", ""Seraphine"", ""Aatrox"", ""Wukong""]","[""Lulu"", ""Yunara"", ""Anivia"", ""Jarvan IV"", ""K'Sante""]","[""Lucian"", ""Milio"", ""Vi"", ""Cassiopeia"", ""Gwen""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 3_2_1,2026-06-08 18:04:00,26.11,EM 2026 Spring Play-In,E WIE EINFACH E-SPORTS,Ruddy Corporation,E WIE EINFACH E-SPORTS,"[""Jarvan IV"", ""Caitlyn"", ""Bard"", ""Akali"", ""Naafiri""]","[""Orianna"", ""Karma"", ""Seraphine"", ""Xin Zhao"", ""Wukong""]","[""Ashe"", ""Aatrox"", ""Lulu"", ""Viktor"", ""Dr. Mundo""]","[""Sion"", ""Ezreal"", ""Pyke"", ""Viego"", ""Rumble""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 3_3_1,2026-06-08 18:04:00,26.11,EM 2026 Spring Play-In,Bomba Team,Otter Side,Bomba Team,"[""Varus"", ""Aurora"", ""Ezreal"", ""Leona"", ""Olaf""]","[""Karma"", ""Orianna"", ""Cassiopeia"", ""Sion"", ""Caitlyn""]","[""Nocturne"", ""Nautilus"", ""Ryze"", ""Jhin"", ""K'Sante""]","[""Wukong"", ""Corki"", ""Anivia"", ""Rumble"", ""Rell""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 3_4_1,2026-06-08 18:04:00,26.11,EM 2026 Spring Play-In,Partizan Sangal,GOAL,Partizan Sangal,"[""Gwen"", ""Varus"", ""Bard"", ""Nautilus"", ""Rakan""]","[""Ashe"", ""Cassiopeia"", ""Ezreal"", ""Lucian"", ""Neeko""]","[""Nocturne"", ""Orianna"", ""Rumble"", ""Sivir"", ""Alistar""]","[""Senna"", ""Wukong"", ""Akali"", ""K'Sante"", ""Rell""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 3_6_1,2026-06-08 18:05:00,26.11,EM 2026 Spring Play-In,Frites Esports Club,FN Esports,Frites Esports Club,"[""Cassiopeia"", ""Ashe"", ""Aurora"", ""Jayce"", ""Yorick""]","[""Orianna"", ""Karma"", ""Jarvan IV"", ""Xin Zhao"", ""Pantheon""]","[""Anivia"", ""Ezreal"", ""Bard"", ""Skarner"", ""Twisted Fate""]","[""Caitlyn"", ""Nocturne"", ""Nautilus"", ""Akali"", ""Irelia""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 3_8_1,2026-06-08 18:05:00,26.11,EM 2026 Spring Play-In,Bubliki,mCon esports,mCon esports,"[""Bard"", ""Milio"", ""Karma"", ""Fiora"", ""Jax""]","[""Xin Zhao"", ""Orianna"", ""Jarvan IV"", ""Anivia"", ""Shen""]","[""Seraphine"", ""Pantheon"", ""Ashe"", ""Jayce"", ""Taliyah""]","[""Nautilus"", ""Varus"", ""Ryze"", ""Ivern"", ""Yorick""]",[],[],0,leaguepedia_cargo_patch_range,1
EMEA Masters/2026 Season/Spring Play-In_Round 4_2_1,2026-06-08 19:22:00,26.11,EM 2026 Spring Play-In,CITA Kaizen,Verdant,CITA Kaizen,"[""Akali"", ""Bard"", ""Rumble"", ""Ahri"", ""Karma""]","[""Nocturne"", ""Varus"", ""Cassiopeia"", ""Gangplank"", ""Wukong""]","[""Orianna"", ""Nautilus"", ""Senna"", ""Xin Zhao"", ""Gnar""]","[""Ezreal"", ""Lee Sin"", ""K'Sante"", ""Ryze"", ""Malphite""]",[],[],1,leaguepedia_cargo_patch_range,0
EMEA Masters/2026 Season/Spring Play-In_Round 4_5_1,2026-06-08 19:22:00,26.11,EM 2026 Spring Play-In,GOAL,GMBLERS Esports,GOAL,"[""Varus"", ""Senna"", ""Orianna"", ""Sion"", ""Ornn""]","[""Karma"", ""Nocturne"", ""Bard"", ""Aurelion Sol"", ""Akali""]","[""Pantheon"", ""Nautilus"", ""Rumble"", ""Jinx"", ""Gwen""]","[""Lucian"", ""Wukong"", ""Braum"", ""Syndra"", ""Galio""]",[],[],1,leaguepedia_cargo_patch_range,0
