match_id,date,patch,tournament,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,blue_win,data_source,red_win,pick_source
CBLOL/2026 Season/Split 1_Week 6_3_2,2026-05-03 16:54:00,26.09,CBLOL 2026 Split 1,LØS,Fluxo W7M,Fluxo W7M,"['Orianna', 'Caitlyn', 'Nocturne', 'Vayne', 'Jayce']","['Karma', 'Rumble', 'Jarvan IV', 'Akali', 'LeBlanc']","['Kennen', 'Xin Zhao', 'Ahri', 'Ezreal', 'Nautilus']","['Renekton', 'Vi', 'Zoe', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_4_1,2026-05-03 17:08:00,26.09,LEC 2026 Spring,Natus Vincere,G2 Esports,G2 Esports,"['Nautilus', 'Jarvan IV', 'Varus', 'Gnar', 'Jayce']","['Orianna', 'Seraphine', 'Bard', 'Anivia', 'Renekton']","['Rumble', 'Xin Zhao', 'Ryze', 'Caitlyn', 'Karma']","['Ornn', 'Pantheon', 'Annie', 'Ezreal', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_3_3,2026-05-03 17:44:00,26.09,CBLOL 2026 Split 1,LØS,Fluxo W7M,LØS,"['Orianna', 'Caitlyn', 'Jayce', 'Aurora', 'Vayne']","['Karma', 'Rumble', 'Seraphine', 'Akali', 'Twisted Fate']","['Camille', 'Nocturne', 'Viktor', 'Corki', 'Nami']","['Ambessa', 'Aatrox', 'Azir', 'Yunara', 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_4_2,2026-05-03 17:58:00,26.09,LEC 2026 Spring,G2 Esports,Natus Vincere,G2 Esports,"['Nautilus', 'Varus', 'Seraphine', 'Gwen', 'Gnar']","['Jarvan IV', 'Nocturne', 'Vi', 'Aatrox', 'Sion']","[""K'Sante"", 'Trundle', 'Orianna', 'Yunara', 'Lulu']","['Ambessa', 'Wukong', 'Viktor', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_6_1,2026-05-03 18:23:00,26.09,Arabian League 2nd Division 2026 Spring,3BL Galaxy Academy,Pegasus Esports,Pegasus Esports,"['Zaahen', 'Pantheon', 'Yunara', 'Ryze', 'Syndra']","['Anivia', 'Ivern', 'Gwen', 'Zac', 'Akali']","['Aatrox', 'Xin Zhao', 'Orianna', 'Caitlyn', 'Karma']","['Sion', 'Jarvan IV', 'Sylas', 'Ezreal', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_4_1,2026-05-03 18:39:00,26.09,CBLOL 2026 Split 1,LOUD,Vivo Keyd Stars,LOUD,"['Jarvan IV', 'Naafiri', 'Caitlyn', 'Bard', 'Seraphine']","['Varus', 'Twisted Fate', 'Akali', 'Lucian', 'Nautilus']","[""K'Sante"", 'Pantheon', 'Orianna', 'Ezreal', 'Neeko']","['Rumble', 'Nocturne', 'Ahri', 'Corki', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Arabian League 2nd Division/2026 Season/Spring Split_Week 4_6_2,2026-05-03 19:11:00,26.09,Arabian League 2nd Division 2026 Spring,Pegasus Esports,3BL Galaxy Academy,Pegasus Esports,"['Anivia', 'Gwen', 'Ivern', 'Akali', 'Viktor']","['Zaahen', 'Yunara', 'Pantheon', 'Ryze', 'Syndra']","[""K'Sante"", 'Lillia', 'Zed', ""Kai'Sa"", 'Nautilus']","['Camille', 'Zac', ""Cho'Gath"", 'Ashe', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
CBLOL/2026 Season/Split 1_Week 6_4_2,2026-05-03 19:41:00,26.09,CBLOL 2026 Split 1,LOUD,Vivo Keyd Stars,LOUD,"['Jarvan IV', 'Ashe', 'Karma', 'Lee Sin', 'Naafiri']","['Varus', 'Twisted Fate', 'Nautilus', 'Skarner', 'Gnar']","['Renekton', 'Qiyana', 'Ryze', 'Jhin', 'Bard']","['Ornn', 'Aatrox', 'Akali', 'Caitlyn', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_3_1,2026-05-03 20:08:00,26.09,LCS 2026 Spring,LYON (2024 American Team),Sentinels,LYON (2024 American Team),"['Anivia', 'Bard', 'Pantheon', 'Jhin', 'Seraphine']","['Nocturne', 'Orianna', 'Ezreal', 'Neeko', 'Karma']","[""K'Sante"", 'Xin Zhao', 'Ryze', 'Varus', 'Nautilus']","['Rumble', 'Jarvan IV', 'Yone', 'Lucian', 'Braum']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_3_2,2026-05-03 21:04:00,26.09,LCS 2026 Spring,LYON (2024 American Team),Sentinels,LYON (2024 American Team),"['Nocturne', 'Azir', 'Ezreal', 'Jhin', 'Miss Fortune']","['Skarner', 'Caitlyn', 'Anivia', 'Poppy', 'Lee Sin']","['Gnar', 'Pantheon', 'Akali', 'Sivir', 'Bard']","['Renekton', 'Dr. Mundo', 'Orianna', 'Corki', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_4_1,2026-05-03 22:08:00,26.09,LCS 2026 Spring,Shopify Rebellion,FlyQuest,FlyQuest,"['Varus', 'Jarvan IV', 'Nautilus', 'Rumble', 'Aurora']","['Orianna', 'Karma', 'Seraphine', 'Ryze', 'Taliyah']","['Gragas', 'Nocturne', 'Annie', 'Ezreal', 'Neeko']","['Anivia', 'Pantheon', 'Viktor', 'Jhin', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_4_2,2026-05-03 22:55:00,26.09,LCS 2026 Spring,Shopify Rebellion,FlyQuest,Shopify Rebellion,"['Jarvan IV', 'Lucian', 'Nautilus', 'Naafiri', 'Sylas']","['Orianna', 'Varus', 'Karma', 'Ryze', 'Xin Zhao']","[""K'Sante"", 'Vi', 'Aurora', 'Corki', 'Nami']","['Rumble', 'Shen', 'Ahri', 'Ashe', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCS/2026 Season/Spring Season_Week 5_4_3,2026-05-03 23:45:00,26.09,LCS 2026 Spring,Shopify Rebellion,FlyQuest,FlyQuest,"['Lucian', 'Naafiri', 'Sivir', 'Morgana', 'Elise']","['Orianna', 'Karma', 'Varus', 'Cassiopeia', 'Ryze']","['Sion', 'Xin Zhao', 'Akali', 'Caitlyn', 'Alistar']","['Jayce', 'Jarvan IV', 'Hwei', 'Smolder', 'Nautilus']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_1_1,2026-05-04 05:10:00,26.09,LCK CL 2026 Rounds 1-2,DN SOOPers Challengers,Dplus Kia Challengers,DN SOOPers Challengers,"['Ashe', 'Varus', 'Jarvan IV', 'Azir', 'Yorick']","['Rumble', 'Karma', 'Pantheon', 'Xin Zhao', 'Vi']","['Gwen', 'Nocturne', 'Aurelion Sol', 'Ezreal', 'Neeko']","['Sion', 'Lee Sin', 'Orianna', 'Yunara', 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_1_2,2026-05-04 05:54:00,26.09,LCK CL 2026 Rounds 1-2,DN SOOPers Challengers,Dplus Kia Challengers,DN SOOPers Challengers,"['Ashe', 'Varus', 'Lucian', 'Nautilus', 'Nami']","['Karma', 'Rumble', 'Azir', 'Anivia', 'Twisted Fate']","['Jayce', 'Jarvan IV', 'Ryze', 'Jhin', 'Leona']","['Yorick', 'Pantheon', 'Annie', 'Caitlyn', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_2_1,2026-05-04 07:07:00,26.09,LCK CL 2026 Rounds 1-2,KT Rolster Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,"['Varus', 'Karma', 'Nocturne', 'Ryze', 'Aurora']","['Rumble', 'Orianna', 'Jarvan IV', 'Ahri', 'Akali']","['Jayce', 'Vi', 'Anivia', 'Yunara', 'Lulu']","['Yorick', 'Pantheon', 'Annie', 'Ezreal', 'Neeko']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_1,2026-05-04 07:16:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Kiwoom DRX,DN SOOPers,Kiwoom DRX,"['Varus', 'Nautilus', 'Ryze', 'Lee Sin', 'Jayce']","['Orianna', 'Karma', 'Rumble', 'Ezreal', 'Jhin']","['Renekton', 'Xin Zhao', 'Annie', 'Lucian', 'Milio']","['Gnar', 'Pantheon', 'Akali', 'Miss Fortune', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_2_2,2026-05-04 08:03:00,26.09,LCK CL 2026 Rounds 1-2,Kiwoom DRX Challengers,KT Rolster Challengers,Kiwoom DRX Challengers,"['Varus', 'Karma', 'Orianna', 'Azir', 'Xin Zhao']","['Rumble', 'Jarvan IV', 'Nocturne', 'Vayne', 'Lee Sin']","['Twisted Fate', 'Dr. Mundo', 'Ryze', 'Lucian', 'Milio']","['Gnar', 'Maokai', 'Corki', 'Ashe', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LJL/2026 Season/Spring Series_Week 2_1_1,2026-05-04 08:13:00,26.09,LJL 2026 Spring Series,Arneb,Rising Gaming,Arneb,"['Rumble', 'Neeko', 'Yunara', ""Kai'Sa"", 'Rell']","['Jarvan IV', 'Ambessa', 'Ezreal', 'Gnar', ""K'Sante""]","['Ornn', 'Lee Sin', 'Ryze', 'Ashe', 'Nautilus']","['Renekton', 'Nocturne', 'Orianna', 'Jhin', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_2,2026-05-04 08:17:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Kiwoom DRX,DN SOOPers,DN SOOPers,"['Varus', 'Rumble', 'Karma', 'Vi', 'Ambessa']","['Orianna', 'Ryze', 'Jarvan IV', 'Nocturne', 'Jayce']","['Sion', 'Wukong', 'Aurora', 'Yunara', 'Lulu']","['Gwen', 'Lee Sin', 'Ahri', 'Ezreal', 'Neeko']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Play-In_1_3,2026-05-04 09:05:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Kiwoom DRX,DN SOOPers,DN SOOPers,"['Varus', 'Ashe', 'Karma', 'Alistar', 'Yorick']","['Orianna', 'Rumble', 'Ryze', 'LeBlanc', 'Lissandra']","['Jayce', 'Jarvan IV', 'Cassiopeia', 'Sivir', 'Nautilus']","[""K'Sante"", 'Vi', 'Yone', 'Ziggs', 'Rell']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LJL/2026 Season/Spring Series_Week 2_1_2,2026-05-04 09:05:00,26.09,LJL 2026 Spring Series,Rising Gaming,Arneb,Rising Gaming,"['Vi', 'Aurora', 'Karma', 'Akali', 'Annie']","['Yunara', 'Neeko', 'Poppy', 'Braum', 'Alistar']","['Rumble', 'Pantheon', 'Viktor', 'Ezreal', 'Bard']","['Galio', 'Jarvan IV', 'Ahri', 'Sivir', 'Rell']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_3_1,2026-05-04 09:06:00,26.09,LCK CL 2026 Rounds 1-2,Hanwha Life Esports Challengers,T1 Esports Academy,T1 Esports Academy,"['Varus', 'Karma', 'Pantheon', 'Vi', 'Ambessa']","['Rumble', 'Jayce', 'Nocturne', 'Azir', 'Akali']","['Gwen', 'Xin Zhao', 'Orianna', 'Lucian', 'Milio']","['Sion', 'Jarvan IV', 'Viktor', 'Caitlyn', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LJL/2026 Season/Spring Series_Week 2_1_3,2026-05-04 09:57:00,26.09,LJL 2026 Spring Series,Arneb,Rising Gaming,Rising Gaming,"['Yunara', 'Neeko', 'Syndra', 'Lux', 'Nami']","['Aurora', 'Varus', 'Vi', 'Leona', 'Rakan']","['Malphite', 'Wukong', 'Annie', 'Miss Fortune', 'Braum']","['Gnar', 'Xin Zhao', 'Zoe', 'Caitlyn', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_3_2,2026-05-04 10:06:00,26.09,LCK CL 2026 Rounds 1-2,T1 Esports Academy,Hanwha Life Esports Challengers,T1 Esports Academy,"['Varus', 'Karma', 'Jayce', 'Lulu', 'Nami']","['Seraphine', 'Nocturne', 'Ezreal', 'Ryze', 'Aurora']","['Ambessa', 'Vi', 'Annie', 'Jhin', 'Alistar']","['Rumble', 'Wukong', 'Akali', ""Kai'Sa"", 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_1,2026-05-04 10:12:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,BNK FEARX,KT Rolster,BNK FEARX,"['Varus', 'Bard', 'Annie', 'Ryze', 'Ahri']","['Rumble', 'Karma', 'Orianna', 'Anivia', 'Aurora']","['Renekton', 'Jarvan IV', 'Viktor', 'Ashe', 'Seraphine']","['Vayne', 'Pantheon', 'Mel', 'Lucian', 'Milio']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LJL/2026 Season/Spring Series_Week 2_2_1,2026-05-04 11:01:00,26.09,LJL 2026 Spring Series,RAYN Clocks,Uwinks,Uwinks,"['Olaf', 'Ambessa', 'Rumble', 'Naafiri', 'Hecarim']","['Jarvan IV', 'Ashe', 'Nocturne', 'Xin Zhao', 'Vi']","['Jax', 'Wukong', 'Viktor', 'Sivir', 'Karma']","['Gragas', 'Lee Sin', 'Syndra', 'Ezreal', 'Nautilus']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_1_2,2026-05-04 11:06:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,BNK FEARX,KT Rolster,BNK FEARX,"['Varus', 'Bard', 'Anivia', 'Lee Sin', 'Yorick']","['Rumble', 'Orianna', 'Karma', 'Sivir', 'Lulu']","[""K'Sante"", 'Naafiri', 'Annie', 'Ezreal', 'Neeko']","['Jayce', 'Nocturne', 'Ryze', 'Jhin', 'Alistar']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LJL/2026 Season/Spring Series_Week 2_2_2,2026-05-04 12:06:00,26.09,LJL 2026 Spring Series,Uwinks,RAYN Clocks,Uwinks,"['Jarvan IV', 'Ashe', 'Orianna', 'Varus', 'Renekton']","['Olaf', 'Ambessa', 'Pantheon', 'Kennen', 'Tristana']","['Sion', 'Nocturne', 'Hwei', ""Kai'Sa"", 'Alistar']","['Gwen', 'Kindred', 'Aurora', 'Miss Fortune', 'Neeko']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_1,2026-05-04 12:23:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,HANJIN BRION,T1,T1,"['Ezreal', 'Rumble', 'Varus', 'Akali', 'Gnar']","['Orianna', 'Azir', 'Ryze', 'Caitlyn', 'Jayce']","['Gwen', 'Xin Zhao', 'Annie', 'Jhin', 'Elise']","['Sion', 'Trundle', 'Anivia', 'Sivir', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_2_2,2026-05-04 13:09:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,T1,HANJIN BRION,T1,"['Varus', 'Caitlyn', 'Rumble', 'Leona', 'Nautilus']","['Ezreal', 'Orianna', 'Lucian', 'Akali', 'Aurora']","['Irelia', 'Jarvan IV', 'Azir', 'Ashe', 'Camille']","['Jayce', 'Nocturne', 'Ziggs', 'Mel', 'Pyke']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_5_1,2026-05-04 15:08:00,26.09,LEC 2026 Spring,Team Vitality,Fnatic,Fnatic,"['Jarvan IV', 'Sion', 'Akali', 'Karma', 'Alistar']","['Orianna', 'Azir', 'Pantheon', 'Rakan', 'Neeko']","['Rumble', 'Vi', 'Viktor', ""Kai'Sa"", 'Rell']","['Ornn', 'Xin Zhao', 'Ryze', 'Ezreal', 'Braum']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_5_2,2026-05-04 16:03:00,26.09,LEC 2026 Spring,Fnatic,Team Vitality,Team Vitality,"['Nautilus', 'Azir', 'Ashe', 'Vayne', 'Gnar']","['Orianna', 'Sion', 'Jarvan IV', 'Akali', 'Renekton']","[""K'Sante"", 'Skarner', 'Aurora', 'Caitlyn', 'Seraphine']","['Twisted Fate', 'Pantheon', 'Syndra', 'Jhin', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_5_3,2026-05-04 17:01:00,26.09,LEC 2026 Spring,Team Vitality,Fnatic,Team Vitality,"['Sion', 'Nautilus', 'Nocturne', 'Jax', 'Yorick']","['Orianna', 'Jarvan IV', 'Azir', 'Jayce', 'Mel']","['Varus', 'Aatrox', 'Annie', 'Lucian', 'Milio']","['Gnar', 'Naafiri', 'Taliyah', 'Yunara', 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_6_1,2026-05-04 17:58:00,26.09,LEC 2026 Spring,Movistar KOI,Shifters,Shifters,"['Ashe', 'Xin Zhao', 'Varus', 'Yorick', 'Vayne']","['Orianna', 'Rumble', 'Karma', 'Caitlyn', 'Nautilus']","['Jayce', 'Jarvan IV', 'Azir', 'Kalista', 'Renata Glasc']","['Irelia', 'Pantheon', 'Taliyah', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_6_2,2026-05-04 18:54:00,26.09,LEC 2026 Spring,Movistar KOI,Shifters,Movistar KOI,"['Nautilus', 'Rumble', 'Caitlyn', 'Akali', 'Ryze']","['Orianna', 'Varus', 'Nocturne', 'Anivia', 'Olaf']","['Shyvana', 'Xin Zhao', 'Sylas', 'Ashe', 'Seraphine']","['Gnar', 'Dr. Mundo', 'Viktor', 'Ezreal', 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LEC/2026 Season/Spring Season_Week 6_6_3,2026-05-04 19:47:00,26.09,LEC 2026 Spring,Movistar KOI,Shifters,Movistar KOI,"['Lulu', 'Rumble', 'Nami', 'Aurora', 'Olaf']","['Orianna', 'Sion', 'Caitlyn', 'Ryze', 'Nautilus']","['Varus', 'Vi', 'Anivia', ""Kai'Sa"", 'Rakan']","['Naafiri', 'Nocturne', 'Ahri', 'Zeri', 'Bard']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_1_1,2026-05-04 20:04:00,26.09,CD 2026 Split 1 Playoffs,INTZ,Estral Esports,Estral Esports,"['Orianna', 'Jarvan IV', 'Karma', 'Jax', 'Ryze']","['Nocturne', 'Rumble', 'Pantheon', 'Nami', 'Neeko']","['Yorick', 'Aatrox', 'Cassiopeia', 'Ezreal', 'Bard']","['Varus', 'Xin Zhao', 'Annie', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_1_2,2026-05-04 21:05:00,26.09,CD 2026 Split 1 Playoffs,Estral Esports,INTZ,INTZ,"['Caitlyn', 'Orianna', 'Ambessa', 'Ryze', 'Jayce']","['Nocturne', 'Rumble', 'Karma', 'Akali', 'Sion']","[""K'Sante"", 'Jarvan IV', 'Mel', 'Yunara', 'Lulu']","['Twisted Fate', 'Pantheon', 'Aurora', 'Ashe', 'Seraphine']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_1_3,2026-05-04 21:52:00,26.09,CD 2026 Split 1 Playoffs,INTZ,Estral Esports,INTZ,"['Rumble', 'Akali', 'Nautilus', 'Rakan', 'Neeko']","['Nocturne', 'Orianna', 'Caitlyn', 'Renekton', 'Ryze']","[""Rek'Sai"", 'Wukong', 'Taliyah', 'Sivir', 'Karma']","['Ambessa', 'Vi', 'Ahri', 'Kalista', 'Renata Glasc']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_2_1,2026-05-04 22:42:00,26.09,CD 2026 Split 1 Playoffs,Vivo Keyd Stars Academy,7REX,Vivo Keyd Stars Academy,"['Ezreal', 'Akali', 'Orianna', 'Jarvan IV', 'Vi']","['Rumble', 'Nocturne', 'Pantheon', 'Aatrox', 'Xin Zhao']","['Jayce', 'Skarner', 'Annie', 'Ashe', 'Seraphine']","['Sion', 'Wukong', 'Aurora', 'Corki', 'Nami']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_1,2026-05-04 23:22:00,26.09,LRN 2026 Split 1 Playoffs,Zeu5 Esports,Polar Squad Esports,Zeu5 Esports,"['Ryze', 'Nautilus', 'Rumble', 'Bard', 'Gwen']","['Orianna', 'Varus', 'Karma', 'Renekton', 'Rakan']","['Sion', 'Xin Zhao', 'Ahri', 'Smolder', 'Tahm Kench']","['Ambessa', 'Jarvan IV', 'Mel', 'Ezreal', 'Rell']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Circuito Desafiante/2026 Season/Split 1 Playoffs_Round 1_2_2,2026-05-04 23:27:00,26.09,CD 2026 Split 1 Playoffs,Vivo Keyd Stars Academy,7REX,Vivo Keyd Stars Academy,"['Ezreal', 'Akali', 'Orianna', 'Sylas', 'Galio']","['Rumble', 'Nocturne', 'Pantheon', 'Nautilus', 'Alistar']","['Gnar', 'Vi', 'Ahri', 'Varus', 'Neeko']","['Vayne', 'Jarvan IV', 'Taliyah', 'Yunara', 'Lulu']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_2,2026-05-05 00:17:00,26.09,LRN 2026 Split 1 Playoffs,Zeu5 Esports,Polar Squad Esports,Zeu5 Esports,"['Karma', 'Varus', 'Orianna', 'Neeko', 'Bard']","['Ryze', 'Azir', 'Pantheon', 'Miss Fortune', 'Yone']","['Ornn', 'Nocturne', 'Akali', 'Ashe', 'Morgana']","['Rumble', 'Vi', 'Aurora', 'Sivir', 'Seraphine']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_3,2026-05-05 01:22:00,26.09,LRN 2026 Split 1 Playoffs,Zeu5 Esports,Polar Squad Esports,Polar Squad Esports,"['Ryze', 'Azir', 'Trundle', 'Annie', 'Galio']","['Orianna', 'Varus', 'Karma', 'Nautilus', 'Pyke']","['Gragas', 'Pantheon', 'Taliyah', 'Kalista', 'Amumu']","['Olaf', 'Lee Sin', 'Hwei', 'Lucian', 'Nami']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Liga Regional Norte/2026 Season/Split 1 Playoffs_Round 1_3_4,2026-05-05 02:22:00,26.09,LRN 2026 Split 1 Playoffs,Polar Squad Esports,Zeu5 Esports,Zeu5 Esports,"['Gwen', 'Ryze', 'Azir', ""Cho'Gath"", 'Dr. Mundo']","['Orianna', 'Karma', 'Varus', 'Syndra', 'Viktor']","['Renekton', 'Naafiri', 'Annie', 'Yunara', 'Lulu']","['Yorick', 'Trundle', 'Galio', 'Jhin', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_4_1,2026-05-05 08:03:00,26.09,LCK CL 2026 Rounds 1-2,Nongshim Esports Academy,BNK FEARX Youth,BNK FEARX Youth,"['Varus', 'Nocturne', 'Karma', 'Viktor', 'Annie']","['Rumble', 'Orianna', 'Jarvan IV', 'Akali', 'Ryze']","['Sion', 'Xin Zhao', 'Aurora', 'Ashe', 'Seraphine']","['Jayce', 'Pantheon', 'Ahri', 'Lucian', 'Milio']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_3_1,2026-05-05 08:05:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,DN SOOPers,Hanwha Life Esports,Hanwha Life Esports,"['Varus', 'Lucian', 'Ryze', 'Jayce', 'Annie']","['Rumble', 'Orianna', 'Ezreal', 'Akali', 'Azir']","['Renekton', 'Pantheon', 'Ahri', 'Jhin', 'Karma']","['Vayne', 'Jarvan IV', 'Aurora', 'Caitlyn', 'Bard']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
LJL/2026 Season/Spring Series_Week 2_3_1,2026-05-05 08:14:00,26.09,LJL 2026 Spring Series,L Guide Gaming,DetonatioN FocusMe Academy,L Guide Gaming,"['Irelia', 'Pantheon', 'Yone', 'Akali', 'Yorick']","['Orianna', 'Viktor', 'Vi', 'Wukong', 'Naafiri']","['Rumble', 'Lee Sin', 'Annie', 'Ezreal', 'Bard']","['Aurora', 'Jarvan IV', 'Hwei', ""Kai'Sa"", 'Karma']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
Esports World Cup 2026/Online Qualifiers/Korea_Round 1_3_2,2026-05-05 08:56:00,26.09,Esports World Cup 2026 Online Qualifier: Korea,Hanwha Life Esports,DN SOOPers,Hanwha Life Esports,"['Varus', ""K'Sante"", 'Ezreal', 'Yunara', 'Nautilus']","['Orianna', 'Lucian', 'Rumble', 'Ashe', 'Rakan']","['Jayce', 'Vi', 'Twisted Fate', 'Ziggs', 'Rell']","['Yorick', 'Lee Sin', 'Ryze', 'Miss Fortune', 'Leona']",[],[],1,leaguepedia_cargo_patch_range,0,scoreboard_players_corrected
LCK CL/2026 Season/Rounds 1-2_Week 6_4_2,2026-05-05 08:56:00,26.09,LCK CL 2026 Rounds 1-2,BNK FEARX Youth,Nongshim Esports Academy,Nongshim Esports Academy,"['Varus', 'Karma', 'Gnar', 'Vayne', 'Kennen']","['Rumble', 'Orianna', 'Jarvan IV', 'Anivia', 'Twisted Fate']","['Zaahen', 'Nocturne', 'Ryze', 'Ezreal', 'Neeko']","['Renekton', 'Vi', 'Taliyah', 'Yunara', 'Lulu']",[],[],0,leaguepedia_cargo_patch_range,1,scoreboard_players_corrected
