source,target,teams_using_both,teams_using_pair_with_op_context
Fizz,Lulu,4,0
Fizz,Naafiri,4,0
Fizz,Nami,4,0
Fizz,Orianna,4,0
Fizz,Ryze,4,0
Fizz,Seraphine,4,0
Fizz,Sion,4,0
Fizz,Varus,4,0
Fizz,Vi,4,0
Gragas,Yuumi,4,0
Rell,Tahm Kench,4,0
Bard,Diana,4,0
Darius,Pantheon,4,0
Darius,Trundle,4,0
Diana,Lulu,4,0
Diana,Naafiri,4,0
Diana,Orianna,4,0
Diana,Seraphine,4,0
Diana,Sion,4,0
Dr. Mundo,Xerath,4,0
Galio,Vladimir,4,0
Gwen,Vladimir,4,0
Gwen,Xerath,4,0
Renekton,Vladimir,4,0
Smolder,Xerath,4,0
Trundle,Vladimir,4,0
Ahri,Sett,4,0
Bard,Sett,4,0
Blitzcrank,Dr. Mundo,4,0
Blitzcrank,Zyra,4,0
Braum,Vladimir,4,0
Braum,Volibear,4,0
Camille,Vladimir,4,0
Darius,Ornn,4,0
Dr. Mundo,Qiyana,4,0
Ezreal,Sett,4,0
Gangplank,Nami,4,0
Gangplank,Rakan,4,0
Gangplank,Syndra,4,0
Irelia,Vladimir,4,0
Jarvan IV,Sett,4,0
Jinx,Zed,4,0
Kai'Sa,Sett,4,0
Malphite,Zed,4,0
Nautilus,Sett,4,0
Orianna,Sett,4,0
Rakan,Zed,4,0
Rell,Sett,4,0
Sett,Vi,4,0
Sett,Yunara,4,0
Sivir,Vladimir,4,0
Sivir,Xerath,4,0
Olaf,Zoe,4,0
Corki,Gangplank,4,0
Gragas,Kog'Maw,4,0
Kog'Maw,Malphite,4,0
LeBlanc,Qiyana,4,0
Qiyana,Tristana,4,0
Azir,Kayn,4,0
Fiora,Renekton,4,0
Fiora,Tristana,4,0
Fiora,Yorick,4,0
Jayce,Mordekaiser,4,0
Kayn,Wukong,4,0
Mordekaiser,Rell,4,0
Lux,Zoe,4,0
Aatrox,Ivern,4,0
Caitlyn,Veigar,4,0
Irelia,Shyvana,4,0
Ivern,Trundle,4,0
Alistar,Nasus,4,0
Caitlyn,Fizz,4,0
Gwen,Kha'Zix,4,0
Hwei,Kha'Zix,4,0
Dr. Mundo,Kha'Zix,4,0
Aatrox,Draven,4,0
Amumu,Malphite,4,0
Amumu,Morgana,4,0
Amumu,Tristana,4,0
Braum,Zac,4,0
Cho'Gath,Morgana,4,0
Cho'Gath,Tristana,4,0
Draven,Galio,4,0
Draven,Shen,4,0
Draven,Tristana,4,0
Maokai,Mordekaiser,4,0
Mordekaiser,Morgana,4,0
Mordekaiser,Nasus,4,0
Morgana,Sylas,4,0
Nasus,Veigar,4,0
Ornn,Veigar,4,0
Shen,Veigar,4,0
Trundle,Viego,4,0
Graves,Jhin,4,0
Graves,Kai'Sa,4,0
Graves,Lee Sin,4,0
Graves,Leona,4,0
Dr. Mundo,Kalista,4,0
Kha'Zix,Ziggs,4,0
LeBlanc,Volibear,4,0
Leona,Volibear,4,0
Fiora,Neeko,4,0
Camille,Kennen,4,0
Caitlyn,Lillia,4,0
Cho'Gath,Lillia,4,0
Jinx,Yasuo,4,0
Kled,Rakan,4,0
Kled,Xayah,4,0
LeBlanc,Nasus,4,0
Nasus,Yasuo,4,0
Blitzcrank,Galio,4,0
Aatrox,Kayle,4,0
Kayle,Skarner,4,0
Kayle,Trundle,4,0
Kayle,Xin Zhao,4,0
Aatrox,Kindred,4,0
Jax,Kindred,4,0
Kindred,Malphite,4,0
Kindred,Miss Fortune,4,0
Kennen,Xerath,4,0
Vayne,Xerath,4,0
Fiora,Zaahen,4,0
Nidalee,Rell,4,0
Dr. Mundo,Zoe,4,0
Ryze,Xerath,4,0
Lux,Tahm Kench,4,0
Aphelios,Yuumi,4,0
Amumu,Zaahen,4,0
Gwen,Veigar,4,0
Lillia,Mel,4,0
Lillia,Pantheon,4,0
Lillia,Sylas,4,0
Lillia,Tristana,4,0
Lillia,Vayne,4,0
Malzahar,Mordekaiser,4,0
Malzahar,Nasus,4,0
Morgana,Pantheon,4,0
Kalista,Lux,4,0
Alistar,Draven,4,0
Azir,Draven,4,0
Draven,Renata Glasc,4,0
Draven,Renekton,4,0
Draven,Twisted Fate,4,0
Draven,Xayah,4,0
Draven,Yone,4,0
Ambessa,Morgana,4,0
Ashe,Tryndamere,4,0
Elise,Malphite,4,0
Ezreal,Morgana,4,0
Jhin,Morgana,4,0
Morgana,Ryze,4,0
Morgana,Skarner,4,0
Nautilus,Tryndamere,4,0
Shen,Tryndamere,4,0
Tryndamere,Viktor,4,0
Tryndamere,Wukong,4,0
Tryndamere,Zaahen,4,0
Lillia,Neeko,4,0
Lillia,Skarner,4,0
Alistar,Lillia,4,0
Camille,Zoe,4,0
Draven,Gwen,4,0
Draven,Kalista,4,0
Draven,Neeko,4,0
Kennen,Rek'Sai,4,0
Kennen,Zeri,4,0
Yasuo,Zeri,4,0
Ambessa,Zac,4,0
Braum,Yasuo,4,0
Elise,Galio,4,0
Poppy,Thresh,4,0
Rek'Sai,Zoe,4,0
Renata Glasc,Zoe,4,0
Lissandra,Zoe,4,0
Zeri,Zoe,4,0
Kennen,Zoe,4,0
Braum,Elise,4,0
Sett,Sion,4,0
Renata Glasc,Yasuo,4,0
Blitzcrank,Leona,4,0
Draven,Leona,4,0
Draven,Syndra,4,0
Fiora,Kai'Sa,4,0
Jarvan IV,Vex,4,0
Nautilus,Vex,4,0
Syndra,Zoe,4,0
Morgana,Xin Zhao,4,0
Kayle,Sylas,4,0
Gragas,Kennen,4,0
Camille,Thresh,4,0
Lux,Smolder,4,0
Ambessa,Udyr,4,0
Kayle,Leona,4,0
Nasus,Poppy,4,0
Lee Sin,Udyr,4,0
Senna,Swain,3,3
Mordekaiser,Senna,3,3
Quinn,Senna,3,3
Hecarim,Senna,3,3
Draven,Senna,3,3
Nocturne,Sona,3,2
Senna,Udyr,3,2
Senna,Zed,3,2
Nocturne,Vex,3,2
Aurelion Sol,Nocturne,3,2
Illaoi,Nocturne,3,2
Kayn,Senna,3,2
Diana,Senna,3,2
Graves,Senna,3,2
Nocturne,Quinn,3,2
Gangplank,Senna,3,2
Hecarim,Nocturne,3,1
Kayn,Nocturne,3,1
Senna,Viego,3,1
Senna,Volibear,3,1
Aurora,Kassadin,3,0
Hwei,Kassadin,3,0
Jinx,Kassadin,3,0
Kassadin,Nami,3,0
Kassadin,Skarner,3,0
Kassadin,Smolder,3,0
Kassadin,Viktor,3,0
Lissandra,Tahm Kench,3,0
Lissandra,Viego,3,0
Rek'Sai,Tahm Kench,3,0
Sejuani,Viego,3,0
Cho'Gath,Zac,3,0
Syndra,Zac,3,0
Vayne,Volibear,3,0
Gangplank,Hwei,3,0
Gangplank,Malphite,3,0
Malphite,Shyvana,3,0
Ashe,Urgot,3,0
Ezreal,Urgot,3,0
Gwen,Urgot,3,0
Jarvan IV,Urgot,3,0
Kai'Sa,Urgot,3,0
Karma,Urgot,3,0
Nami,Urgot,3,0
Nocturne,Urgot,3,0
Orianna,Urgot,3,0
Rell,Urgot,3,0
Seraphine,Urgot,3,0
Alistar,Darius,3,0
Ambessa,Riven,3,0
Ambessa,Veigar,3,0
Anivia,Mordekaiser,3,0
Anivia,Riven,3,0
Anivia,Veigar,3,0
Ashe,Riven,3,0
Aurora,Riven,3,0
Cho'Gath,Kalista,3,0
Cho'Gath,LeBlanc,3,0
Cho'Gath,Pyke,3,0
Corki,Hecarim,3,0
Corki,Veigar,3,0
Darius,Kalista,3,0
Darius,Malphite,3,0
Darius,Mordekaiser,3,0
Darius,Rakan,3,0
Darius,Thresh,3,0
Darius,Veigar,3,0
Darius,Viego,3,0
Darius,Xayah,3,0
Darius,Yone,3,0
Galio,Ivern,3,0
Hecarim,Kalista,3,0
Hecarim,Leona,3,0
Hecarim,Lucian,3,0
Hecarim,Milio,3,0
Hecarim,Orianna,3,0
Hecarim,Sion,3,0
Hecarim,Taliyah,3,0
Ivern,Leona,3,0
Ivern,Malphite,3,0
Ivern,Pyke,3,0
Ivern,Smolder,3,0
Ivern,Vayne,3,0
Ivern,Veigar,3,0
Ivern,Viego,3,0
Ivern,Viktor,3,0
Jarvan IV,Riven,3,0
Kalista,Thresh,3,0
Kalista,Viego,3,0
Lee Sin,Mordekaiser,3,0
Lee Sin,Riven,3,0
Lee Sin,Veigar,3,0
Lissandra,Thresh,3,0
Lucian,Riven,3,0
Lucian,Veigar,3,0
Mordekaiser,Smolder,3,0
Mordekaiser,Taliyah,3,0
Mordekaiser,Thresh,3,0
Mordekaiser,Vayne,3,0
Mordekaiser,Yone,3,0
Nautilus,Riven,3,0
Orianna,Riven,3,0
Renata Glasc,Thresh,3,0
Riven,Ryze,3,0
Riven,Seraphine,3,0
Riven,Sion,3,0
Riven,Varus,3,0
Riven,Vayne,3,0
Riven,Vi,3,0
Riven,Viktor,3,0
Riven,Xin Zhao,3,0
Taliyah,Veigar,3,0
Thresh,Viego,3,0
Brand,Yasuo,3,0
Rek'Sai,Thresh,3,0
Kai'Sa,Nidalee,3,0
Lissandra,Nidalee,3,0
Corki,Kled,3,0
Galio,Kled,3,0
Kled,Olaf,3,0
Kled,Twisted Fate,3,0
Kled,Varus,3,0
Brand,Maokai,3,0
Jinx,Kog'Maw,3,0
Bel'Veth,Maokai,3,0
Bel'Veth,Orianna,3,0
Bel'Veth,Pantheon,3,0
Bel'Veth,Sylas,3,0
Bel'Veth,Syndra,3,0
Bel'Veth,Xin Zhao,3,0
Fiora,Vladimir,3,0
Kassadin,Rakan,3,0
Kassadin,Sylas,3,0
Kindred,Syndra,3,0
Kindred,Vayne,3,0
Kindred,Xayah,3,0
Ornn,Vladimir,3,0
Pyke,Yasuo,3,0
Vayne,Vladimir,3,0
Ambessa,Garen,3,0
Azir,Garen,3,0
Garen,Jax,3,0
Garen,Pantheon,3,0
Garen,Trundle,3,0
Garen,Vi,3,0
Aatrox,Malzahar,3,0
Annie,Malzahar,3,0
Annie,Sona,3,0
Ashe,Sona,3,0
Azir,Volibear,3,0
Bard,Sona,3,0
Caitlyn,Sona,3,0
Cassiopeia,Sona,3,0
Ezreal,Sona,3,0
Hwei,Malzahar,3,0
Jarvan IV,Sona,3,0
Jhin,Sona,3,0
K'Sante,Sona,3,0
Lucian,Sona,3,0
Malzahar,Yone,3,0
Milio,Sona,3,0
Pantheon,Sona,3,0
Qiyana,Volibear,3,0
Rumble,Sona,3,0
Ryze,Sona,3,0
Seraphine,Sona,3,0
Sion,Sona,3,0
Sona,Twisted Fate,3,0
Sona,Wukong,3,0
Sona,Zaahen,3,0
Camille,Nidalee,3,0
Kog'Maw,Nidalee,3,0
LeBlanc,Nidalee,3,0
Nidalee,Sejuani,3,0
Yuumi,Zyra,3,0
Aatrox,Udyr,3,0
Anivia,Udyr,3,0
Brand,Gwen,3,0
Brand,LeBlanc,3,0
Brand,Yorick,3,0
Cassiopeia,Udyr,3,0
Galio,Udyr,3,0
Gnar,Udyr,3,0
Jayce,Soraka,3,0
Jayce,Udyr,3,0
LeBlanc,Udyr,3,0
Olaf,Udyr,3,0
Renekton,Udyr,3,0
Rumble,Udyr,3,0
Skarner,Udyr,3,0
Soraka,Yasuo,3,0
Soraka,Yone,3,0
Soraka,Yorick,3,0
Sylas,Udyr,3,0
Taliyah,Udyr,3,0
Yasuo,Yuumi,3,0
Ahri,Aurelion Sol,3,0
Ashe,Aurelion Sol,3,0
Aurelion Sol,Caitlyn,3,0
Aurelion Sol,Kai'Sa,3,0
Aurelion Sol,Nami,3,0
Aurelion Sol,Skarner,3,0
Aurora,Zed,3,0
Hwei,Zed,3,0
Jax,Zed,3,0
Jayce,Zed,3,0
Renekton,Zed,3,0
Alistar,Graves,3,0
Ezreal,Graves,3,0
Gragas,Malzahar,3,0
Graves,Gwen,3,0
Graves,Hwei,3,0
Graves,Lucian,3,0
Graves,Malphite,3,0
Graves,Mel,3,0
Graves,Milio,3,0
Graves,Ornn,3,0
Graves,Rek'Sai,3,0
Graves,Renekton,3,0
Graves,Ryze,3,0
Graves,Syndra,3,0
Graves,Varus,3,0
Graves,Vi,3,0
Graves,Xin Zhao,3,0
Graves,Yunara,3,0
Malzahar,Shen,3,0
Malzahar,Ziggs,3,0
Shen,Volibear,3,0
Volibear,Ziggs,3,0
Aatrox,Vex,3,0
Ahri,Vex,3,0
Anivia,Vex,3,0
Bard,Talon,3,0
Caitlyn,Talon,3,0
Caitlyn,Vex,3,0
Gnar,Talon,3,0
Gnar,Vex,3,0
Kai'Sa,Talon,3,0
Karma,Talon,3,0
Kennen,Qiyana,3,0
Lee Sin,Talon,3,0
Lulu,Talon,3,0
Lulu,Vex,3,0
Mel,Talon,3,0
Nami,Talon,3,0
Nocturne,Talon,3,0
Ornn,Vex,3,0
Qiyana,Smolder,3,0
Qiyana,Vex,3,0
Rell,Talon,3,0
Rell,Vex,3,0
Renekton,Vex,3,0
Rumble,Vex,3,0
Ryze,Vex,3,0
Shen,Vex,3,0
Syndra,Talon,3,0
Syndra,Vex,3,0
Talon,Vi,3,0
Talon,Wukong,3,0
Talon,Xin Zhao,3,0
Vex,Vi,3,0
Vex,Yunara,3,0
Vex,Zaahen,3,0
Annie,Swain,3,0
Ashe,Swain,3,0
Cassiopeia,Swain,3,0
Gragas,Nasus,3,0
Gragas,Nidalee,3,0
Lee Sin,Swain,3,0
Leona,Swain,3,0
Lulu,Swain,3,0
Nasus,Sejuani,3,0
Nasus,Shyvana,3,0
Nidalee,Ornn,3,0
Nidalee,Tristana,3,0
Orianna,Swain,3,0
Pantheon,Swain,3,0
Ryze,Swain,3,0
Shyvana,Swain,3,0
Swain,Varus,3,0
Swain,Yone,3,0
Swain,Yorick,3,0
Swain,Yunara,3,0
Akali,Aurelion Sol,3,0
Akali,Karthus,3,0
Aurelion Sol,Cassiopeia,3,0
Aurelion Sol,Galio,3,0
Aurelion Sol,Jinx,3,0
Aurelion Sol,Orianna,3,0
Aurelion Sol,Ornn,3,0
Aurelion Sol,Tahm Kench,3,0
Bard,Karthus,3,0
Bel'Veth,Seraphine,3,0
Bel'Veth,Yone,3,0
Cassiopeia,Karthus,3,0
Galio,Karthus,3,0
Irelia,Kha'Zix,3,0
Irelia,Renata Glasc,3,0
Jinx,Kha'Zix,3,0
K'Sante,Karthus,3,0
Kalista,Kha'Zix,3,0
Karma,Karthus,3,0
Karthus,Neeko,3,0
Karthus,Pantheon,3,0
Karthus,Ryze,3,0
Karthus,Smolder,3,0
Karthus,Varus,3,0
Karthus,Yunara,3,0
Kha'Zix,Malphite,3,0
Pyke,Qiyana,3,0
Pyke,Yuumi,3,0
Renata Glasc,Tahm Kench,3,0
Aatrox,Amumu,3,0
Ahri,Taric,3,0
Ahri,Zac,3,0
Alistar,Amumu,3,0
Alistar,Taric,3,0
Amumu,Azir,3,0
Amumu,Gnar,3,0
Amumu,Jhin,3,0
Amumu,Lee Sin,3,0
Amumu,Lulu,3,0
Amumu,Rakan,3,0
Amumu,Shyvana,3,0
Amumu,Smolder,3,0
Amumu,Xayah,3,0
Amumu,Yunara,3,0
Aurora,Zac,3,0
Azir,Soraka,3,0
Caitlyn,Taric,3,0
Cassiopeia,Mordekaiser,3,0
Cassiopeia,Taric,3,0
Cho'Gath,Soraka,3,0
Cho'Gath,Yuumi,3,0
Ezreal,Taric,3,0
Jarvan IV,Taric,3,0
Karma,Taric,3,0
Lee Sin,Taric,3,0
Lucian,Taric,3,0
Lucian,Zac,3,0
Lulu,Zac,3,0
Milio,Taric,3,0
Nami,Taric,3,0
Nautilus,Taric,3,0
Rakan,Taric,3,0
Rumble,Taric,3,0
Ryze,Taric,3,0
Ryze,Zac,3,0
Seraphine,Taric,3,0
Shyvana,Soraka,3,0
Sivir,Taric,3,0
Sivir,Zac,3,0
Smolder,Taric,3,0
Taric,Varus,3,0
Taric,Viktor,3,0
Viktor,Zac,3,0
Yunara,Zac,3,0
Ahri,Samira,3,0
Akali,Samira,3,0
Alistar,Samira,3,0
Ambessa,Amumu,3,0
Amumu,Kai'Sa,3,0
Amumu,Mel,3,0
Amumu,Naafiri,3,0
Amumu,Sejuani,3,0
Amumu,Taliyah,3,0
Amumu,Vi,3,0
Amumu,Yorick,3,0
Amumu,Zeri,3,0
Cassiopeia,Samira,3,0
Corki,Samira,3,0
Jayce,Samira,3,0
Lee Sin,Samira,3,0
Leona,Samira,3,0
Lulu,Samira,3,0
Milio,Samira,3,0
Orianna,Samira,3,0
Ornn,Samira,3,0
Rumble,Samira,3,0
Samira,Sejuani,3,0
Samira,Taliyah,3,0
Dr. Mundo,Lissandra,3,0
Dr. Mundo,Yuumi,3,0
Anivia,Zed,3,0
Leona,Zed,3,0
Nocturne,Zed,3,0
Taliyah,Zed,3,0
Malphite,Swain,3,0
Swain,Twisted Fate,3,0
Swain,Vi,3,0
Swain,Viktor,3,0
Brand,Veigar,3,0
Corki,Morgana,3,0
Gnar,Kayn,3,0
Gnar,Lillia,3,0
Gnar,Veigar,3,0
Gragas,Lillia,3,0
K'Sante,Veigar,3,0
Kai'Sa,Kayn,3,0
Karma,Veigar,3,0
Kayn,Nami,3,0
Kayn,Smolder,3,0
Kayn,Yorick,3,0
Lillia,Lulu,3,0
Lillia,Morgana,3,0
Lillia,Naafiri,3,0
Lillia,Varus,3,0
Lulu,Veigar,3,0
Morgana,Smolder,3,0
Morgana,Veigar,3,0
Morgana,Yorick,3,0
Morgana,Zaahen,3,0
Blitzcrank,Elise,3,0
Elise,Lissandra,3,0
Nidalee,Smolder,3,0
Nidalee,Syndra,3,0
Blitzcrank,Draven,3,0
Cassiopeia,Ivern,3,0
Gnar,Ivern,3,0
Ivern,Yunara,3,0
Azir,Karthus,3,0
Karthus,Milio,3,0
Karthus,Sivir,3,0
Karthus,Wukong,3,0
Aurelion Sol,Rell,3,0
Aurelion Sol,Taliyah,3,0
Ambessa,Kled,3,0
Ashe,Taric,3,0
Kha'Zix,Kled,3,0
Kha'Zix,Zoe,3,0
Kled,Yunara,3,0
Yuumi,Zoe,3,0
Ahri,Quinn,3,0
Ambessa,Zed,3,0
Aphelios,Quinn,3,0
Aphelios,Zed,3,0
Azir,Quinn,3,0
Corki,Quinn,3,0
Dr. Mundo,Garen,3,0
Dr. Mundo,Quinn,3,0
Dr. Mundo,Soraka,3,0
Dr. Mundo,Tahm Kench,3,0
Elise,Soraka,3,0
Garen,Viktor,3,0
LeBlanc,Tahm Kench,3,0
Quinn,Syndra,3,0
Quinn,Viktor,3,0
Quinn,Wukong,3,0
Blitzcrank,Rek'Sai,3,0
Blitzcrank,Zeri,3,0
Kha'Zix,Poppy,3,0
Kha'Zix,Rek'Sai,3,0
Kha'Zix,Tristana,3,0
Cho'Gath,Lux,3,0
Cho'Gath,Zeri,3,0
Hwei,Soraka,3,0
Lux,Xerath,3,0
Sylas,Xerath,3,0
Xayah,Xerath,3,0
Shen,Zoe,3,0
Akali,Garen,3,0
Amumu,Darius,3,0
Amumu,Dr. Mundo,3,0
Darius,Jinx,3,0
Jinx,Kindred,3,0
Jinx,Mordekaiser,3,0
Mordekaiser,Neeko,3,0
Samira,Thresh,3,0
Samira,Xayah,3,0
Annie,Illaoi,3,0
Ashe,Illaoi,3,0
Bard,Illaoi,3,0
Galio,Illaoi,3,0
Illaoi,K'Sante,3,0
Illaoi,Lee Sin,3,0
Illaoi,Lulu,3,0
Illaoi,Miss Fortune,3,0
Illaoi,Orianna,3,0
Illaoi,Rakan,3,0
Illaoi,Rumble,3,0
Illaoi,Ryze,3,0
Illaoi,Wukong,3,0
Illaoi,Yunara,3,0
Lux,Zyra,3,0
Ambessa,Vel'Koz,3,0
Ashe,Vel'Koz,3,0
Aurora,Vel'Koz,3,0
Azir,Samira,3,0
Azir,Vel'Koz,3,0
Bard,Vel'Koz,3,0
Caitlyn,Vel'Koz,3,0
Gnar,Vel'Koz,3,0
Jarvan IV,Vel'Koz,3,0
Jayce,Vel'Koz,3,0
Jhin,Vel'Koz,3,0
Lee Sin,Vel'Koz,3,0
Lulu,Vel'Koz,3,0
Milio,Vel'Koz,3,0
Nautilus,Vel'Koz,3,0
Pantheon,Vel'Koz,3,0
Rell,Vel'Koz,3,0
Samira,Skarner,3,0
Seraphine,Vel'Koz,3,0
Sion,Vel'Koz,3,0
Vel'Koz,Vi,3,0
Vel'Koz,Viktor,3,0
Vel'Koz,Xayah,3,0
Vel'Koz,Xin Zhao,3,0
Vel'Koz,Yunara,3,0
Hecarim,Karma,3,0
Alistar,Zed,3,0
Rell,Swain,3,0
Amumu,Kennen,3,0
Amumu,Nocturne,3,0
Azir,Viego,3,0
Darius,Jayce,3,0
Darius,Kennen,3,0
Darius,Poppy,3,0
Darius,Rumble,3,0
Dr. Mundo,Poppy,3,0
Hwei,Kennen,3,0
Viego,Ziggs,3,0
Ambessa,Fizz,3,0
Cassiopeia,Fizz,3,0
Fizz,Jayce,3,0
Fizz,Jhin,3,0
Fizz,Leona,3,0
Fizz,Lucian,3,0
Fizz,Maokai,3,0
Fizz,Mel,3,0
Fizz,Milio,3,0
Fizz,Miss Fortune,3,0
Fizz,Renekton,3,0
Fizz,Rumble,3,0
Fizz,Skarner,3,0
Fizz,Trundle,3,0
Fizz,Twisted Fate,3,0
Fizz,Vayne,3,0
Fizz,Viktor,3,0
Fizz,Wukong,3,0
Fizz,Xin Zhao,3,0
Fizz,Yunara,3,0
Aurelion Sol,Sivir,3,0
Jax,Tahm Kench,3,0
Kennen,Tahm Kench,3,0
Kennen,Yasuo,3,0
Poppy,Yasuo,3,0
Alistar,Diana,3,0
Aurora,Diana,3,0
Darius,Jhin,3,0
Darius,Vladimir,3,0
Darius,Xerath,3,0
Diana,Ezreal,3,0
Diana,Galio,3,0
Diana,Jhin,3,0
Diana,Karma,3,0
Diana,Lee Sin,3,0
Diana,Pantheon,3,0
Diana,Renekton,3,0
Diana,Smolder,3,0
Diana,Trundle,3,0
Diana,Wukong,3,0
Diana,Yunara,3,0
Blitzcrank,Irelia,3,0
Blitzcrank,Malphite,3,0
Blitzcrank,Xerath,3,0
Camille,Nasus,3,0
Cassiopeia,Sett,3,0
Cho'Gath,Qiyana,3,0
Cho'Gath,Shen,3,0
Cho'Gath,Twisted Fate,3,0
Darius,Irelia,3,0
Darius,Nasus,3,0
Dr. Mundo,Gangplank,3,0
Dr. Mundo,Nasus,3,0
Dr. Mundo,Zyra,3,0
Gangplank,Mel,3,0
Gangplank,Rell,3,0
Gangplank,Shen,3,0
Gangplank,Twisted Fate,3,0
Gnar,Sett,3,0
Gwen,Zyra,3,0
Jinx,Sett,3,0
Jinx,Volibear,3,0
Jinx,Xerath,3,0
Karma,Sett,3,0
Lee Sin,Zed,3,0
Mel,Vladimir,3,0
Nasus,Xerath,3,0
Nasus,Zed,3,0
Nasus,Zyra,3,0
Neeko,Xerath,3,0
Ornn,Sett,3,0
Ornn,Urgot,3,0
Pantheon,Sett,3,0
Rakan,Sett,3,0
Rumble,Sett,3,0
Seraphine,Sett,3,0
Sett,Sivir,3,0
Sett,Varus,3,0
Shen,Xerath,3,0
Sivir,Urgot,3,0
Syndra,Urgot,3,0
Urgot,Wukong,3,0
Vladimir,Volibear,3,0
Yone,Zed,3,0
Anivia,Gangplank,3,0
Gangplank,Kog'Maw,3,0
Gangplank,LeBlanc,3,0
Gangplank,Leona,3,0
Gangplank,Trundle,3,0
Kog'Maw,Qiyana,3,0
Kog'Maw,Yasuo,3,0
LeBlanc,Malzahar,3,0
Lux,Qiyana,3,0
Lux,Yasuo,3,0
Malzahar,Naafiri,3,0
Qiyana,Vayne,3,0
Shen,Yasuo,3,0
Aatrox,Kayn,3,0
Bard,Kayn,3,0
Cassiopeia,Kayn,3,0
Ezreal,Kayn,3,0
Fiora,Malphite,3,0
Fiora,Mel,3,0
Hwei,Mordekaiser,3,0
Kayn,Rumble,3,0
Mordekaiser,Tristana,3,0
Aatrox,Garen,3,0
Aatrox,Veigar,3,0
Aatrox,Vladimir,3,0
Akali,Vladimir,3,0
Bard,Ivern,3,0
Brand,Kalista,3,0
Camille,Shyvana,3,0
Camille,Veigar,3,0
Garen,Nami,3,0
Garen,Rell,3,0
Irelia,Veigar,3,0
Ivern,Jhin,3,0
Ivern,K'Sante,3,0
Renekton,Veigar,3,0
Trundle,Veigar,3,0
Ahri,Fizz,3,0
Diana,K'Sante,3,0
Diana,Mel,3,0
Diana,Nautilus,3,0
Diana,Rell,3,0
Diana,Ryze,3,0
Diana,Sivir,3,0
Diana,Varus,3,0
Fizz,Rell,3,0
Fizz,Shen,3,0
Akali,Gangplank,3,0
Annie,Gangplank,3,0
Aatrox,Morgana,3,0
Amumu,Veigar,3,0
Braum,Draven,3,0
Braum,Morgana,3,0
Diana,Jarvan IV,3,0
Draven,Ornn,3,0
Illaoi,Rell,3,0
Illaoi,Smolder,3,0
Jarvan IV,Master Yi,3,0
Maokai,Veigar,3,0
Master Yi,Wukong,3,0
Mordekaiser,Trundle,3,0
Morgana,Nasus,3,0
Morgana,Rakan,3,0
Morgana,Viego,3,0
Tristana,Zac,3,0
Trundle,Zac,3,0
Nasus,Renata Glasc,3,0
Ambessa,Graves,3,0
Aphelios,Malzahar,3,0
Aurora,Graves,3,0
Brand,Xayah,3,0
Brand,Zeri,3,0
Dr. Mundo,Graves,3,0
Graves,K'Sante,3,0
Malzahar,Viego,3,0
Olaf,Viego,3,0
Malphite,Zoe,3,0
Maokai,Zoe,3,0
Thresh,Zoe,3,0
Yone,Zoe,3,0
Akali,Nasus,3,0
Aphelios,Nasus,3,0
Aphelios,Renata Glasc,3,0
Ashe,Quinn,3,0
Aurora,Quinn,3,0
Dr. Mundo,Renata Glasc,3,0
Ezreal,Quinn,3,0
Kog'Maw,Nasus,3,0
Kog'Maw,Renata Glasc,3,0
Lulu,Quinn,3,0
Nami,Quinn,3,0
Nautilus,Quinn,3,0
Orianna,Quinn,3,0
Quinn,Renekton,3,0
Quinn,Seraphine,3,0
Quinn,Xin Zhao,3,0
Renata Glasc,Shyvana,3,0
Kha'Zix,LeBlanc,3,0
Camille,Fiora,3,0
Fiora,Irelia,3,0
Fiora,Shen,3,0
Fiora,Yone,3,0
Poppy,Vladimir,3,0
Annie,Cho'Gath,3,0
Lee Sin,Lillia,3,0
Lillia,Nasus,3,0
Samira,Smolder,3,0
Alistar,Kled,3,0
Anivia,Kled,3,0
Jinx,Soraka,3,0
Kai'Sa,Kled,3,0
Kled,Miss Fortune,3,0
Kled,Rell,3,0
Kled,Skarner,3,0
Kled,Taliyah,3,0
Kled,Vayne,3,0
Blitzcrank,Shyvana,3,0
Olaf,Shyvana,3,0
Ahri,Kayle,3,0
Ambessa,Kayle,3,0
Caitlyn,Kayle,3,0
Cassiopeia,Kayle,3,0
Ezreal,Kayle,3,0
Jarvan IV,Kayle,3,0
Karma,Kayle,3,0
Kayle,Maokai,3,0
Kayle,Nasus,3,0
Kayle,Ryze,3,0
Kayle,Twisted Fate,3,0
Kayle,Yunara,3,0
Kindred,Mel,3,0
Kindred,Shen,3,0
Kindred,Twisted Fate,3,0
Kindred,Ziggs,3,0
Akali,Kled,3,0
Kled,Renekton,3,0
Kled,Ziggs,3,0
Blitzcrank,Kennen,3,0
Corki,Xerath,3,0
Fiora,Rek'Sai,3,0
Malzahar,Yorick,3,0
Akali,Fizz,3,0
Gwen,Kassadin,3,0
Kassadin,Renekton,3,0
Mordekaiser,Zed,3,0
Yuumi,Zed,3,0
Gangplank,Taliyah,3,0
Blitzcrank,Zoe,3,0
Braum,Kled,3,0
Kled,Zaahen,3,0
Ziggs,Zoe,3,0
Hecarim,Renekton,3,0
Hecarim,Shen,3,0
Hecarim,Skarner,3,0
Jayce,Xerath,3,0
Kennen,Nasus,3,0
Olaf,Xerath,3,0
Annie,Tahm Kench,3,0
Miss Fortune,Tahm Kench,3,0
Thresh,Zeri,3,0
