source,target,teams_using_both,teams_using_pair_with_op_context
Olaf,Pantheon,42,0
Rakan,Yorick,42,0
Caitlyn,LeBlanc,42,0
Cassiopeia,Leona,42,0
Leona,Sivir,42,0
Annie,Gwen,42,0
LeBlanc,Skarner,42,0
LeBlanc,Yunara,42,0
Hwei,Seraphine,42,0
Nami,Senna,41,35
Lulu,Senna,41,30
Senna,Sivir,41,28
Nocturne,Syndra,41,14
Anivia,Ornn,41,0
Bard,Braum,41,0
Hwei,Sion,41,0
Kai'Sa,Ornn,41,0
Nami,Smolder,41,0
Smolder,Yunara,41,0
Camille,Xin Zhao,41,0
Galio,Taliyah,41,0
Ambessa,Jax,41,0
Cassiopeia,Jax,41,0
Ashe,Braum,41,0
Ezreal,Malphite,41,0
Ahri,Yone,41,0
Alistar,Leona,41,0
LeBlanc,Varus,41,0
Mel,Taliyah,41,0
Nami,Xayah,41,0
Pyke,Sion,41,0
Rakan,Sylas,41,0
Ryze,Yone,41,0
Galio,Rell,41,0
Neeko,Yone,41,0
Anivia,Gwen,41,0
Gnar,Olaf,41,0
Mel,Sivir,41,0
Olaf,Rumble,41,0
Olaf,Viktor,41,0
LeBlanc,Lulu,41,0
Annie,Leona,41,0
Leona,Rell,41,0
Miss Fortune,Taliyah,41,0
Olaf,Renekton,41,0
Sion,Zeri,41,0
Poppy,Sion,41,0
Rell,Trundle,41,0
Naafiri,Senna,40,29
Nocturne,Yone,40,11
Jax,Nocturne,40,10
Bard,Hwei,40,0
Gnar,Hwei,40,0
Gnar,Smolder,40,0
Hwei,Wukong,40,0
Orianna,Smolder,40,0
Renekton,Syndra,40,0
Seraphine,Smolder,40,0
Annie,Jax,40,0
Jax,Yunara,40,0
Ryze,Syndra,40,0
Alistar,Galio,40,0
Corki,LeBlanc,40,0
Jarvan IV,Pyke,40,0
Kai'Sa,Taliyah,40,0
Mel,Rakan,40,0
Pyke,Xin Zhao,40,0
Taliyah,Xayah,40,0
Pantheon,Shen,40,0
Anivia,Azir,40,0
Azir,Trundle,40,0
Caitlyn,Olaf,40,0
K'Sante,Olaf,40,0
Lulu,Shen,40,0
Mel,Twisted Fate,40,0
Olaf,Vi,40,0
Ashe,Maokai,40,0
Jarvan IV,Zeri,40,0
Sivir,Sylas,40,0
Jarvan IV,Poppy,40,0
Jax,Renekton,40,0
Ornn,Trundle,40,0
Lee Sin,Senna,39,26
Nocturne,Shen,39,12
Braum,Ornn,39,0
Caitlyn,Smolder,39,0
Caitlyn,Syndra,39,0
Hwei,Viktor,39,0
Sejuani,Xin Zhao,39,0
Caitlyn,Jax,39,0
Galio,Yorick,39,0
Rumble,Syndra,39,0
Alistar,Ornn,39,0
Anivia,LeBlanc,39,0
Jax,Naafiri,39,0
Leona,Rakan,39,0
Orianna,Yone,39,0
Caitlyn,Yone,39,0
Akali,Gwen,39,0
Aurora,Shen,39,0
K'Sante,Shen,39,0
Naafiri,Shen,39,0
Shen,Varus,39,0
Twisted Fate,Vayne,39,0
Cassiopeia,Olaf,39,0
Annie,Ornn,39,0
Maokai,Milio,39,0
Ornn,Rell,39,0
Gwen,Lee Sin,39,0
Pantheon,Zeri,39,0
Sylas,Trundle,39,0
Xin Zhao,Zeri,39,0
LeBlanc,Renekton,39,0
Syndra,Vi,39,0
Lulu,Smolder,39,0
Jhin,LeBlanc,39,0
Rell,Yorick,39,0
Jarvan IV,Ziggs,39,0
Seraphine,Ziggs,39,0
Syndra,Varus,39,0
Anivia,Senna,38,30
Nocturne,Olaf,38,17
Ambessa,Sejuani,38,0
Karma,Sejuani,38,0
Malphite,Xin Zhao,38,0
Sejuani,Sion,38,0
Sejuani,Wukong,38,0
Camille,Jarvan IV,38,0
Braum,Pantheon,38,0
Hwei,K'Sante,38,0
Hwei,Orianna,38,0
Ahri,Pyke,38,0
Anivia,Leona,38,0
Anivia,Sylas,38,0
Corki,Leona,38,0
Corki,Mel,38,0
Galio,Mel,38,0
Pyke,Ryze,38,0
Rakan,Vayne,38,0
Sylas,Taliyah,38,0
Varus,Yone,38,0
Pantheon,Yone,38,0
Gnar,Shen,38,0
Neeko,Shen,38,0
Rell,Xayah,38,0
Taliyah,Twisted Fate,38,0
Azir,Corki,38,0
Azir,Lee Sin,38,0
Jhin,Olaf,38,0
Olaf,Varus,38,0
Akali,Leona,38,0
Bard,Maokai,38,0
Jarvan IV,Maokai,38,0
Ahri,Olaf,38,0
Lulu,Zeri,38,0
Miss Fortune,Twisted Fate,38,0
Renekton,Shen,38,0
Seraphine,Zeri,38,0
Taliyah,Yorick,38,0
Akali,LeBlanc,38,0
Jayce,LeBlanc,38,0
LeBlanc,Neeko,38,0
Karma,Pyke,38,0
Ezreal,Poppy,38,0
Miss Fortune,Rakan,38,0
Hwei,Renekton,38,0
Ezreal,Ziggs,38,0
Sion,Ziggs,38,0
Dr. Mundo,Karma,38,0
Akali,Senna,37,26
Braum,Nocturne,37,14
Ambessa,Smolder,37,0
Galio,Ornn,37,0
Hwei,Yunara,37,0
Jarvan IV,Tristana,37,0
Jinx,Xin Zhao,37,0
Malphite,Wukong,37,0
Nautilus,Sejuani,37,0
Nautilus,Tristana,37,0
Sivir,Smolder,37,0
Tristana,Xin Zhao,37,0
Ashe,Smolder,37,0
Aatrox,Taliyah,37,0
Camille,Ezreal,37,0
Jax,Lulu,37,0
Alistar,Vayne,37,0
Hwei,Lucian,37,0
Alistar,Sylas,37,0
Ambessa,LeBlanc,37,0
Aurora,Yone,37,0
Corki,Xayah,37,0
Lucian,Pyke,37,0
Gnar,Yone,37,0
Galio,Twisted Fate,37,0
Rell,Vayne,37,0
Shen,Sivir,37,0
Mel,Yorick,37,0
Ahri,Maokai,37,0
Maokai,Wukong,37,0
Mel,Miss Fortune,37,0
Rumble,Smolder,37,0
Ashe,Zeri,37,0
Aurora,Zeri,37,0
Ryze,Zeri,37,0
Shen,Yunara,37,0
K'Sante,Pyke,37,0
Poppy,Ryze,37,0
Poppy,Xin Zhao,37,0
Aatrox,Trundle,37,0
Ashe,Ziggs,37,0
Jax,Jayce,37,0
K'Sante,Ziggs,37,0
Nautilus,Ziggs,37,0
Ambessa,Hwei,36,0
Braum,Caitlyn,36,0
Caitlyn,Hwei,36,0
Jarvan IV,Sejuani,36,0
Kai'Sa,Zaahen,36,0
Malphite,Viktor,36,0
Neeko,Smolder,36,0
Ornn,Zaahen,36,0
Tristana,Viktor,36,0
Aatrox,Syndra,36,0
Malphite,Seraphine,36,0
Taliyah,Vayne,36,0
Jax,Skarner,36,0
Aatrox,Ornn,36,0
Braum,Lucian,36,0
Braum,Milio,36,0
Hwei,Ryze,36,0
Braum,Varus,36,0
Jax,Lee Sin,36,0
Lucian,Smolder,36,0
Milio,Pyke,36,0
Pyke,Seraphine,36,0
Rakan,Yone,36,0
Smolder,Varus,36,0
Akali,Shen,36,0
Karma,Olaf,36,0
Lee Sin,Olaf,36,0
Lee Sin,Shen,36,0
Shen,Trundle,36,0
Ambessa,Maokai,36,0
Maokai,Pantheon,36,0
Maokai,Rumble,36,0
Maokai,Viktor,36,0
Alistar,Azir,36,0
Bard,Zeri,36,0
Ezreal,Zeri,36,0
Gwen,Trundle,36,0
Karma,Zeri,36,0
Miss Fortune,Yorick,36,0
Ezreal,Jinx,36,0
Maokai,Vi,36,0
Miss Fortune,Zaahen,36,0
Taliyah,Zaahen,36,0
Azir,Rakan,36,0
Pantheon,Pyke,36,0
Bard,Pyke,36,0
Jax,Neeko,36,0
Ryze,Sejuani,36,0
Hwei,Varus,36,0
Alistar,Zaahen,36,0
Jhin,Yone,36,0
Milio,Ziggs,36,0
Skarner,Yone,36,0
Dr. Mundo,Ezreal,36,0
Dr. Mundo,Xin Zhao,36,0
Gwen,Rakan,36,0
Annie,Senna,35,25
Nocturne,Pyke,35,11
Nocturne,Ziggs,35,10
Ambessa,Braum,35,0
Braum,Gnar,35,0
Hwei,Nami,35,0
Jarvan IV,Jinx,35,0
Jinx,Karma,35,0
Karma,Malphite,35,0
Tristana,Wukong,35,0
Camille,Seraphine,35,0
Camille,Nautilus,35,0
Vayne,Zaahen,35,0
Ahri,Braum,35,0
Hwei,Pantheon,35,0
Hwei,Vi,35,0
Rell,Sylas,35,0
Aurora,Pyke,35,0
Kai'Sa,Xayah,35,0
LeBlanc,Rakan,35,0
Lee Sin,Sylas,35,0
Naafiri,Pyke,35,0
Sylas,Xayah,35,0
Viktor,Yone,35,0
Anivia,Shen,35,0
Shen,Skarner,35,0
Twisted Fate,Xayah,35,0
Annie,Shen,35,0
Aurora,Olaf,35,0
Nami,Olaf,35,0
Nami,Shen,35,0
Galio,Miss Fortune,35,0
Annie,Sylas,35,0
K'Sante,Zeri,35,0
Olaf,Yunara,35,0
Rumble,Zeri,35,0
Lucian,Maokai,35,0
Karma,Poppy,35,0
Poppy,Seraphine,35,0
Poppy,Wukong,35,0
Lucian,Sejuani,35,0
Ahri,Ziggs,35,0
Bard,Ziggs,35,0
Gnar,Ziggs,35,0
Karma,Ziggs,35,0
Lucian,Ziggs,35,0
Nautilus,Poppy,35,0
Vi,Ziggs,35,0
Azir,Rell,35,0
Dr. Mundo,Wukong,35,0
Braum,Renekton,35,0
Corki,Senna,34,26
Rell,Senna,34,25
Leona,Senna,34,24
Alistar,Senna,34,22
Anivia,Smolder,34,0
Aphelios,Sion,34,0
Braum,Cassiopeia,34,0
Braum,Nami,34,0
Caitlyn,Malphite,34,0
Jinx,Sion,34,0
Neeko,Syndra,34,0
Ashe,Malphite,34,0
Malphite,Orianna,34,0
Renekton,Smolder,34,0
Ahri,Camille,34,0
Camille,Milio,34,0
Camille,Ryze,34,0
Jax,Trundle,34,0
Yorick,Zaahen,34,0
Ornn,Xayah,34,0
Aatrox,Sylas,34,0
Gwen,Rell,34,0
Braum,Naafiri,34,0
Kai'Sa,Mel,34,0
Leona,Taliyah,34,0
Malphite,Varus,34,0
Mel,Vayne,34,0
Smolder,Vi,34,0
Galio,Gwen,34,0
Gwen,Taliyah,34,0
Jayce,Shen,34,0
Jhin,Shen,34,0
Rell,Twisted Fate,34,0
Cassiopeia,Yone,34,0
Lulu,Yone,34,0
Olaf,Orianna,34,0
Jayce,Maokai,34,0
Jayce,Ornn,34,0
Leona,Ornn,34,0
Maokai,Ryze,34,0
Ambessa,Zeri,34,0
Azir,Sylas,34,0
Lucian,Zeri,34,0
Wukong,Zeri,34,0
Jayce,Syndra,34,0
Maokai,Renekton,34,0
Jhin,Syndra,34,0
Karma,Maokai,34,0
Ornn,Sylas,34,0
Ashe,Poppy,34,0
Caitlyn,Poppy,34,0
Pyke,Rumble,34,0
Milio,Sejuani,34,0
Annie,Hwei,34,0
Yone,Yunara,34,0
Camille,Viktor,34,0
Poppy,Viktor,34,0
Rakan,Shen,34,0
Renekton,Ziggs,34,0
Ezreal,Tristana,34,0
Renekton,Tristana,34,0
Dr. Mundo,Jarvan IV,34,0
Dr. Mundo,Seraphine,34,0
Senna,Taliyah,33,27
Senna,Trundle,33,25
Rakan,Senna,33,23
Ambessa,Syndra,33,0
Aphelios,Jarvan IV,33,0
Aurora,Sejuani,33,0
Braum,Sivir,33,0
Cassiopeia,Smolder,33,0
Cassiopeia,Syndra,33,0
Corki,Syndra,33,0
Galio,Zaahen,33,0
Jinx,Nautilus,33,0
Camille,Karma,33,0
Camille,Wukong,33,0
Aatrox,Galio,33,0
Aatrox,Vayne,33,0
Anivia,Jax,33,0
Camille,Lucian,33,0
Ezreal,Lux,33,0
Ahri,Hwei,33,0
Ahri,Malphite,33,0
Hwei,Jhin,33,0
Malphite,Ryze,33,0
Xayah,Yorick,33,0
Aatrox,Gwen,33,0
Corki,Gwen,33,0
Ambessa,Yone,33,0
Galio,Sylas,33,0
Jax,Rakan,33,0
Lee Sin,Pyke,33,0
Milio,Smolder,33,0
Nautilus,Pyke,33,0
Pyke,Wukong,33,0
Alistar,Gwen,33,0
Shen,Twisted Fate,33,0
Akali,Olaf,33,0
Annie,Olaf,33,0
Lulu,Olaf,33,0
Neeko,Olaf,33,0
Caitlyn,Maokai,33,0
Cassiopeia,Maokai,33,0
Jhin,Maokai,33,0
Maokai,Naafiri,33,0
Maokai,Orianna,33,0
Mel,Ornn,33,0
Ornn,Taliyah,33,0
Azir,Taliyah,33,0
Vi,Zeri,33,0
Yunara,Zeri,33,0
Gwen,Zaahen,33,0
LeBlanc,Sivir,33,0
Miss Fortune,Vayne,33,0
Gnar,Pyke,33,0
Bard,Poppy,33,0
Lulu,Poppy,33,0
Milio,Poppy,33,0
Twisted Fate,Zaahen,33,0
K'Sante,Sejuani,33,0
Aatrox,Leona,33,0
Nautilus,Zeri,33,0
Sylas,Zaahen,33,0
Ambessa,Ziggs,33,0
Gnar,Poppy,33,0
Jayce,Ziggs,33,0
Mel,Zaahen,33,0
Renekton,Yone,33,0
Ryze,Ziggs,33,0
Wukong,Ziggs,33,0
Orianna,Tristana,33,0
Seraphine,Tristana,33,0
Leona,Trundle,33,0
Dr. Mundo,Viktor,33,0
Bard,Dr. Mundo,33,0
Nocturne,Smolder,32,11
Camille,Nocturne,32,10
Ambessa,Jinx,32,0
Anivia,Braum,32,0
Aurora,Jinx,32,0
Braum,Neeko,32,0
Braum,Yunara,32,0
Cassiopeia,Sejuani,32,0
Galio,Kai'Sa,32,0
Gragas,Xin Zhao,32,0
Jinx,Wukong,32,0
Lee Sin,Syndra,32,0
Ornn,Syndra,32,0
Sion,Tristana,32,0
Skarner,Smolder,32,0
Ashe,Camille,32,0
Camille,K'Sante,32,0
Jax,Yorick,32,0
Kai'Sa,Yorick,32,0
Braum,Jhin,32,0
Braum,Vi,32,0
Hwei,Lulu,32,0
Hwei,Milio,32,0
Malphite,Pantheon,32,0
Malphite,Vi,32,0
Vayne,Xayah,32,0
Ambessa,Pyke,32,0
Ezreal,Gragas,32,0
LeBlanc,Lee Sin,32,0
Sylas,Vayne,32,0
Braum,Rumble,32,0
K'Sante,Maokai,32,0
Rell,Smolder,32,0
Azir,Miss Fortune,32,0
Caitlyn,Zeri,32,0
Gnar,Zeri,32,0
Milio,Zeri,32,0
Orianna,Zeri,32,0
Viktor,Zeri,32,0
LeBlanc,Rell,32,0
Rell,Syndra,32,0
Aatrox,LeBlanc,32,0
Cassiopeia,Pyke,32,0
Lee Sin,Poppy,32,0
Lucian,Poppy,32,0
Poppy,Vi,32,0
Jax,Sivir,32,0
Pantheon,Sejuani,32,0
Sejuani,Seraphine,32,0
Sejuani,Vi,32,0
Aatrox,Mel,32,0
Varus,Zeri,32,0
Aatrox,Azir,32,0
Xayah,Zaahen,32,0
Akali,Jax,32,0
Aurora,Ziggs,32,0
Camille,Jhin,32,0
Camille,Sion,32,0
Jayce,Yone,32,0
Naafiri,Ziggs,32,0
Poppy,Renekton,32,0
Viktor,Ziggs,32,0
Ahri,Tristana,32,0
Gwen,Leona,32,0
Lucian,Tristana,32,0
Lulu,Tristana,32,0
Ashe,Dr. Mundo,32,0
Hwei,Nocturne,31,13
Akali,Braum,31,0
Akali,Syndra,31,0
Anivia,Syndra,31,0
Aurora,Malphite,31,0
Braum,Kai'Sa,31,0
Braum,Lee Sin,31,0
Braum,Zaahen,31,0
Cassiopeia,Hwei,31,0
Gragas,Jarvan IV,31,0
Hwei,Neeko,31,0
Malphite,Sion,31,0
Ornn,Smolder,31,0
Sivir,Syndra,31,0
Tristana,Yunara,31,0
Camille,Orianna,31,0
Camille,Renekton,31,0
Rakan,Syndra,31,0
Camille,Cassiopeia,31,0
Camille,Yunara,31,0
Aatrox,Xayah,31,0
Braum,Lulu,31,0
Gwen,Kai'Sa,31,0
Gwen,Sylas,31,0
Kai'Sa,Sylas,31,0
Alistar,LeBlanc,31,0
Anivia,Yone,31,0
Ashe,Pyke,31,0
Galio,Xayah,31,0
Jax,Nami,31,0
Kalista,Sion,31,0
LeBlanc,Vayne,31,0
Lee Sin,Yone,31,0
Naafiri,Smolder,31,0
Naafiri,Yone,31,0
Nami,Yone,31,0
Orianna,Pyke,31,0
Pyke,Varus,31,0
Pyke,Vi,31,0
Pyke,Viktor,31,0
Gwen,Vayne,31,0
Kai'Sa,Twisted Fate,31,0
Anivia,Olaf,31,0
Azir,Vayne,31,0
Azir,Yorick,31,0
Naafiri,Olaf,31,0
Olaf,Sivir,31,0
Olaf,Trundle,31,0
Jayce,Smolder,31,0
Leona,Miss Fortune,31,0
Maokai,Neeko,31,0
Maokai,Skarner,31,0
Ahri,Zeri,31,0
Ambessa,Shen,31,0
Cassiopeia,Zeri,31,0
Gwen,Mel,31,0
Neeko,Zeri,31,0
Jinx,K'Sante,31,0
Naafiri,Syndra,31,0
Gnar,Maokai,31,0
Jhin,Pyke,31,0
Cassiopeia,Poppy,31,0
Jhin,Poppy,31,0
K'Sante,Poppy,31,0
LeBlanc,Yorick,31,0
Neeko,Poppy,31,0
Aatrox,Twisted Fate,31,0
Ashe,Sejuani,31,0
Orianna,Sejuani,31,0
Hwei,Naafiri,31,0
Jayce,Poppy,31,0
Neeko,Ziggs,31,0
Orianna,Ziggs,31,0
Rumble,Ziggs,31,0
Sivir,Yone,31,0
Ashe,Tristana,31,0
Pantheon,Tristana,31,0
Ryze,Tristana,31,0
Jayce,Pyke,31,0
Dr. Mundo,Gnar,31,0
Senna,Yorick,30,21
Nocturne,Zeri,30,7
Akali,Smolder,30,0
Aphelios,Nautilus,30,0
Aphelios,Xin Zhao,30,0
Bard,Gragas,30,0
Bard,Jinx,30,0
Bard,Tristana,30,0
Caitlyn,Tristana,30,0
Cassiopeia,Malphite,30,0
Gnar,Tristana,30,0
Gragas,Viktor,30,0
Hwei,Lee Sin,30,0
Kai'Sa,Syndra,30,0
Malphite,Sivir,30,0
Neeko,Sejuani,30,0
Sejuani,Viktor,30,0
Sivir,Tristana,30,0
Aphelios,Ryze,30,0
Aurora,Camille,30,0
Caitlyn,Lux,30,0
Lux,Seraphine,30,0
Vayne,Yorick,30,0
Alistar,Braum,30,0
Lulu,Malphite,30,0
Alistar,Smolder,30,0
Kalista,Viktor,30,0
Kalista,Xin Zhao,30,0
LeBlanc,Taliyah,30,0
LeBlanc,Xayah,30,0
Mel,Xayah,30,0
Rell,Shen,30,0
Olaf,Skarner,30,0
Jhin,Smolder,30,0
Gwen,Miss Fortune,30,0
Gwen,Yorick,30,0
Renekton,Zeri,30,0
Jinx,Ryze,30,0
Azir,Xayah,30,0
Ahri,Poppy,30,0
Anivia,Poppy,30,0
Caitlyn,Pyke,30,0
Olaf,Rakan,30,0
Poppy,Rumble,30,0
Pyke,Yunara,30,0
Annie,Ziggs,30,0
Aurora,Poppy,30,0
Camille,Pantheon,30,0
Cassiopeia,Ziggs,30,0
Jhin,Ziggs,30,0
LeBlanc,Trundle,30,0
Lee Sin,Ziggs,30,0
Miss Fortune,Xayah,30,0
Orianna,Poppy,30,0
Pantheon,Ziggs,30,0
Rumble,Sejuani,30,0
Varus,Ziggs,30,0
Jax,Rell,30,0
Leona,Syndra,30,0
Milio,Tristana,30,0
Olaf,Rell,30,0
Tristana,Vi,30,0
Dr. Mundo,Nami,30,0
Dr. Mundo,Rumble,30,0
Dr. Mundo,Ryze,30,0
Ahri,Dr. Mundo,30,0
Galio,Senna,29,22
Nocturne,Tristana,29,7
Nocturne,Poppy,29,7
Maokai,Nocturne,29,5
Cassiopeia,Tristana,29,0
Gnar,Jinx,29,0
Gnar,Sejuani,29,0
Karma,Tristana,29,0
Malphite,Neeko,29,0
Malphite,Yunara,29,0
Ambessa,Camille,29,0
Aphelios,Ezreal,29,0
Camille,Rumble,29,0
Kai'Sa,Vayne,29,0
Lucian,Lux,29,0
Ornn,Yorick,29,0
Malphite,Naafiri,29,0
Anivia,Pyke,29,0
Galio,Leona,29,0
Jarvan IV,Kalista,29,0
Leona,Mel,29,0
Leona,Vayne,29,0
Xayah,Yone,29,0
Akali,Yone,29,0
Gwen,Twisted Fate,29,0
Gwen,Xayah,29,0
Corki,Shen,29,0
Aurora,Maokai,29,0
Maokai,Miss Fortune,29,0
Maokai,Sivir,29,0
Ambessa,Olaf,29,0
Annie,Zeri,29,0
Miss Fortune,Shen,29,0
Miss Fortune,Sylas,29,0
Sylas,Twisted Fate,29,0
Jinx,Orianna,29,0
Jinx,Seraphine,29,0
Pantheon,Poppy,29,0
Poppy,Sivir,29,0
Aatrox,Zaahen,29,0
Renekton,Sejuani,29,0
Jayce,Zeri,29,0
Caitlyn,Ziggs,29,0
Camille,Gnar,29,0
Camille,Vi,29,0
Trundle,Yone,29,0
Jayce,Olaf,29,0
Caitlyn,Dr. Mundo,29,0
Pyke,Renekton,29,0
Kai'Sa,Senna,28,23
Senna,Twisted Fate,28,19
Malphite,Nocturne,28,8
Aphelios,Wukong,28,0
Aurora,Tristana,28,0
Bard,Malphite,28,0
Bard,Sejuani,28,0
Braum,Corki,28,0
Jarvan IV,Rek'Sai,28,0
Neeko,Tristana,28,0
Rek'Sai,Xin Zhao,28,0
Skarner,Syndra,28,0
Malphite,Rakan,28,0
Aphelios,K'Sante,28,0
Aphelios,Milio,28,0
Jax,Kai'Sa,28,0
Lux,Milio,28,0
Lux,Rumble,28,0
Lux,Wukong,28,0
Alistar,Hwei,28,0
K'Sante,Malphite,28,0
Malphite,Rell,28,0
Braum,Rakan,28,0
Gragas,Milio,28,0
Jax,Mel,28,0
Kalista,Nautilus,28,0
LeBlanc,Sylas,28,0
Sylas,Yone,28,0
Rell,Yone,28,0
Azir,Twisted Fate,28,0
Jarvan IV,Lux,28,0
Olaf,Twisted Fate,28,0
Annie,Braum,28,0
Kai'Sa,Miss Fortune,28,0
Maokai,Varus,28,0
Miss Fortune,Ornn,28,0
Anivia,Zeri,28,0
Jarvan IV,Yuumi,28,0
Jhin,Zeri,28,0
Lucian,Yuumi,28,0
Naafiri,Zeri,28,0
Pantheon,Yuumi,28,0
Ryze,Yuumi,28,0
Sylas,Yorick,28,0
Gwen,Syndra,28,0
Maokai,Yunara,28,0
Lulu,Pyke,28,0
LeBlanc,Ornn,28,0
Neeko,Pyke,28,0
Maokai,Trundle,28,0
Sejuani,Varus,28,0
Hwei,Jayce,28,0
Bard,Camille,28,0
Jayce,Sejuani,28,0
Lulu,Sejuani,28,0
Lulu,Ziggs,28,0
Yunara,Ziggs,28,0
Leona,Yorick,28,0
Naafiri,Tristana,28,0
Tristana,Varus,28,0
Aatrox,Miss Fortune,28,0
K'Sante,Tristana,28,0
Jinx,Varus,28,0
Dr. Mundo,Orianna,28,0
Dr. Mundo,Pantheon,28,0
Dr. Mundo,Sion,28,0
Dr. Mundo,Yunara,28,0
Mel,Senna,27,21
Senna,Xayah,27,20
Ornn,Senna,27,19
Dr. Mundo,Nocturne,27,10
Ambessa,Aphelios,27,0
Ambessa,Tristana,27,0
Anivia,Sejuani,27,0
Bard,Rek'Sai,27,0
Caitlyn,Rek'Sai,27,0
Corki,Hwei,27,0
Gragas,Karma,27,0
Gragas,Nautilus,27,0
Gragas,Neeko,27,0
Gragas,Sion,27,0
Hwei,Sivir,27,0
Hwei,Skarner,27,0
Jinx,Sivir,27,0
Jinx,Viktor,27,0
Malphite,Nami,27,0
Malphite,Ornn,27,0
Nami,Sejuani,27,0
Nami,Tristana,27,0
Sejuani,Skarner,27,0
Sejuani,Yunara,27,0
Smolder,Syndra,27,0
Caitlyn,Camille,27,0
Galio,Vayne,27,0
Camille,Trundle,27,0
Lux,Nautilus,27,0
Jhin,Malphite,27,0
Lucian,Malphite,27,0
Ahri,Kalista,27,0
Alistar,Pyke,27,0
Corki,Yone,27,0
Ezreal,Kalista,27,0
Leona,Xayah,27,0
Mel,Sylas,27,0
Pyke,Rakan,27,0
Taliyah,Yone,27,0
Ashe,Rek'Sai,27,0
Rek'Sai,Seraphine,27,0
Azir,Kai'Sa,27,0
Azir,Mel,27,0
Galio,Olaf,27,0
Jhin,Lux,27,0
Lux,Sion,27,0
Malphite,Rumble,27,0
Akali,Zeri,27,0
Ashe,Yuumi,27,0
Lee Sin,Zeri,27,0
Sion,Yuumi,27,0
Sivir,Zeri,27,0
Wukong,Yuumi,27,0
Ahri,Jinx,27,0
Anivia,Maokai,27,0
Ashe,Jinx,27,0
Jinx,Pantheon,27,0
Jinx,Rumble,27,0
Jinx,Vi,27,0
LeBlanc,Miss Fortune,27,0
Lulu,Maokai,27,0
Akali,Poppy,27,0
Annie,Pyke,27,0
Poppy,Yunara,27,0
Azir,Zaahen,27,0
Ahri,Sejuani,27,0
Camille,Lee Sin,27,0
Jax,Twisted Fate,27,0
Rumble,Tristana,27,0
Alistar,Syndra,27,0
Tristana,Trundle,27,0
Dr. Mundo,Jayce,27,0
Dr. Mundo,K'Sante,27,0
Dr. Mundo,Jhin,27,0
Braum,Trundle,27,0
Miss Fortune,Senna,26,18
Nocturne,Sejuani,26,8
Aphelios,Nocturne,26,7
Gragas,Nocturne,26,7
Jinx,Nocturne,26,7
Ambessa,Malphite,26,0
Aphelios,Bard,26,0
Aphelios,Cassiopeia,26,0
Braum,Skarner,26,0
Caitlyn,Sejuani,26,0
Cassiopeia,Jinx,26,0
Corki,Smolder,26,0
Hwei,Ornn,26,0
Jinx,Yunara,26,0
Karma,Rek'Sai,26,0
Rek'Sai,Viktor,26,0
Syndra,Zaahen,26,0
Aatrox,Smolder,26,0
Camille,Nami,26,0
Malphite,Renekton,26,0
Ahri,Aphelios,26,0
Ahri,Lux,26,0
Annie,Syndra,26,0
Camille,Lulu,26,0
Cassiopeia,Lux,26,0
Lux,Xin Zhao,26,0
Malphite,Milio,26,0
Corki,Jax,26,0
Corki,Pyke,26,0
Gragas,Ryze,26,0
Gragas,Vi,26,0
Jax,Xayah,26,0
Kai'Sa,LeBlanc,26,0
Kalista,Lucian,26,0
LeBlanc,Leona,26,0
Leona,Smolder,26,0
Renata Glasc,Sion,26,0
Smolder,Taliyah,26,0
Ezreal,Rek'Sai,26,0
Rek'Sai,Vi,26,0
Alistar,Shen,26,0
Shen,Vayne,26,0
Corki,Olaf,26,0
Lee Sin,Lux,26,0
Lux,Vi,26,0
Mel,Shen,26,0
Ezreal,Irelia,26,0
Braum,Jayce,26,0
Azir,Gwen,26,0
Ezreal,Yuumi,26,0
Seraphine,Yuumi,26,0
Skarner,Zeri,26,0
Annie,LeBlanc,26,0
Gwen,LeBlanc,26,0
Jinx,Lulu,26,0
Jinx,Renekton,26,0
Pyke,Skarner,26,0
Akali,Pyke,26,0
Annie,Poppy,26,0
Naafiri,Poppy,26,0
Rakan,Zeri,26,0
Annie,Yone,26,0
Ambessa,Poppy,26,0
Anivia,Ziggs,26,0
Camille,Jayce,26,0
Camille,Neeko,26,0
Camille,Sivir,26,0
Poppy,Zaahen,26,0
Skarner,Ziggs,26,0
Twisted Fate,Ziggs,26,0
Jayce,Tristana,26,0
Gragas,Pantheon,26,0
Dr. Mundo,Naafiri,26,0
Pyke,Trundle,26,0
Dr. Mundo,Renekton,26,0
Senna,Vayne,25,17
Gwen,Senna,25,17
Nocturne,Rek'Sai,25,10
Akali,Sejuani,25,0
Aphelios,Gnar,25,0
Aphelios,Karma,25,0
Aphelios,Viktor,25,0
Aphelios,Yunara,25,0
Aurora,Gragas,25,0
Gnar,Malphite,25,0
Gnar,Rek'Sai,25,0
Hwei,Zaahen,25,0
Jinx,Nami,25,0
Kai'Sa,Smolder,25,0
Lee Sin,Smolder,25,0
Sejuani,Sivir,25,0
Rakan,Smolder,25,0
Annie,Camille,25,0
Aphelios,Ashe,25,0
Aphelios,Lulu,25,0
Aphelios,Seraphine,25,0
Lux,Orianna,25,0
Lux,Ryze,25,0
Alistar,Malphite,25,0
Ahri,Gragas,25,0
Ahri,Renata Glasc,25,0
Ashe,Kalista,25,0
Gragas,Lucian,25,0
Gragas,Orianna,25,0
Kalista,Milio,25,0
Kalista,Seraphine,25,0
Kalista,Vi,25,0
