patch,champion,role,feature_type,feature_value,count,total_games,usage_rate
26.09,Aphelios,Bot,item,Phantom Dancer,4,20,0.2
26.09,Aphelios,Bot,item,Mortal Reminder,3,20,0.15
26.09,Aphelios,Bot,item,Vampiric Scepter,3,20,0.15
26.09,Aphelios,Bot,item,Runaan's Hurricane,3,20,0.15
26.09,Aphelios,Bot,item,Last Whisper,3,20,0.15
26.09,Aphelios,Bot,item,The Collector,3,20,0.15
26.09,Aphelios,Bot,item,Doran's Bow,3,20,0.15
26.09,Aphelios,Bot,item,Control Ward,3,20,0.15
26.09,Aphelios,Bot,item,Pickaxe,2,20,0.1
26.09,Aphelios,Bot,item,Guardian Angel,2,20,0.1
26.09,Aphelios,Bot,item,Yun Tal Wildarrows,1,20,0.05
26.09,Aphelios,Bot,item,Immortal Shieldbow,1,20,0.05
26.09,Aphelios,Bot,item,Executioner's Calling,1,20,0.05
26.09,Aphelios,Bot,item,Maw of Malmortius,1,20,0.05
26.09,Aphelios,Bot,item,Cull,1,20,0.05
26.09,Aphelios,Bot,item,Mercurial Scimitar,1,20,0.05
26.09,Aphelios,Bot,item,Long Sword,1,20,0.05
26.09,Aphelios,Bot,item,Bloodthirster,1,20,0.05
26.09,Aphelios,Bot,key_rune,Press the Attack,13,20,0.65
26.09,Aphelios,Bot,key_rune,Lethal Tempo,7,20,0.35
26.09,Ashe,Bot,item,Phantom Dancer,150,162,0.9259259259259259
26.09,Ashe,Bot,item,Hexoptics C44,125,162,0.7716049382716049
26.09,Ashe,Bot,item,Infinity Edge,92,162,0.5679012345679012
26.09,Ashe,Bot,item,Doran's Blade,64,162,0.3950617283950617
26.09,Ashe,Bot,item,Kraken Slayer,51,162,0.3148148148148148
26.09,Ashe,Bot,item,B. F. Sword,43,162,0.2654320987654321
26.09,Ashe,Bot,item,Doran's Bow,39,162,0.24074074074074073
26.09,Ashe,Bot,item,Mortal Reminder,37,162,0.22839506172839505
26.09,Ashe,Bot,item,Cloak of Agility,34,162,0.20987654320987653
26.09,Ashe,Bot,item,Lord Dominik's Regards,34,162,0.20987654320987653
26.09,Ashe,Bot,item,Pickaxe,33,162,0.2037037037037037
26.09,Ashe,Bot,item,Control Ward,27,162,0.16666666666666666
26.09,Ashe,Bot,item,Long Sword,26,162,0.16049382716049382
26.09,Ashe,Bot,item,Vampiric Scepter,21,162,0.12962962962962962
26.09,Ashe,Bot,item,Guardian Angel,17,162,0.10493827160493827
26.09,Ashe,Bot,item,Last Whisper,13,162,0.08024691358024691
26.09,Ashe,Bot,item,Bloodthirster,9,162,0.05555555555555555
26.09,Ashe,Bot,item,Executioner's Calling,9,162,0.05555555555555555
26.09,Ashe,Bot,item,Stormrazor,8,162,0.04938271604938271
26.09,Ashe,Bot,item,Runaan's Hurricane,7,162,0.043209876543209874
26.09,Ashe,Bot,item,Noonquiver,6,162,0.037037037037037035
26.09,Ashe,Bot,item,Quicksilver Sash,4,162,0.024691358024691357
26.09,Ashe,Bot,item,Mercurial Scimitar,3,162,0.018518518518518517
26.09,Ashe,Bot,item,Immortal Shieldbow,3,162,0.018518518518518517
26.09,Ashe,Bot,item,Cull,3,162,0.018518518518518517
26.09,Ashe,Bot,item,Yun Tal Wildarrows,3,162,0.018518518518518517
26.09,Ashe,Bot,item,Hexdrinker,3,162,0.018518518518518517
26.09,Ashe,Bot,item,Dagger,3,162,0.018518518518518517
26.09,Ashe,Bot,item,Fiendhunter Bolts,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Steel Sigil,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Refillable Potion,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Voltaic Cyclosword,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Null-Magic Mantle,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Maw of Malmortius,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Zeal,2,162,0.012345679012345678
26.09,Ashe,Bot,item,Recurve Bow,1,162,0.006172839506172839
26.09,Ashe,Bot,item,Rapid Firecannon,1,162,0.006172839506172839
26.09,Ashe,Bot,item,Wit's End,1,162,0.006172839506172839
26.09,Ashe,Bot,item,Seeker's Armguard,1,162,0.006172839506172839
26.09,Ashe,Bot,item,Edge of Night,1,162,0.006172839506172839
26.09,Ashe,Bot,item,Serylda's Grudge,1,162,0.006172839506172839
26.09,Ashe,Bot,item,Muramana,1,162,0.006172839506172839
26.09,Ashe,Bot,key_rune,Lethal Tempo,161,162,0.9938271604938271
26.09,Ashe,Bot,key_rune,Hail of Blades,1,162,0.006172839506172839
26.09,Aurelion Sol,Mid,item,Rylai's Crystal Scepter,7,7,1.0
26.09,Aurelion Sol,Mid,item,Liandry's Torment,6,7,0.8571428571428571
26.09,Aurelion Sol,Mid,item,Spellslinger's Shoes,5,7,0.7142857142857143
26.09,Aurelion Sol,Mid,item,Zhonya's Hourglass,3,7,0.42857142857142855
26.09,Aurelion Sol,Mid,item,Chainlaced Crushers,2,7,0.2857142857142857
26.09,Aurelion Sol,Mid,item,Shattered Armguard,2,7,0.2857142857142857
26.09,Aurelion Sol,Mid,item,Blackfire Torch,2,7,0.2857142857142857
26.09,Aurelion Sol,Mid,item,Needlessly Large Rod,2,7,0.2857142857142857
26.09,Aurelion Sol,Mid,item,Mejai's Soulstealer,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Tear of the Goddess,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Blasting Wand,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Banshee's Veil,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Oblivion Orb,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Dark Seal,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Verdant Barrier,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Bloodletter's Curse,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Void Staff,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,item,Doran's Ring,1,7,0.14285714285714285
26.09,Aurelion Sol,Mid,key_rune,Deathfire Touch,5,7,0.7142857142857143
26.09,Aurelion Sol,Mid,key_rune,Arcane Comet,2,7,0.2857142857142857
26.09,Aurora,Mid,item,Hextech Rocketbelt,135,141,0.9574468085106383
26.09,Aurora,Mid,item,Shadowflame,116,141,0.8226950354609929
26.09,Aurora,Mid,item,Spellslinger's Shoes,101,141,0.7163120567375887
26.09,Aurora,Mid,item,Dark Seal,77,141,0.5460992907801419
26.09,Aurora,Mid,item,Needlessly Large Rod,46,141,0.3262411347517731
26.09,Aurora,Mid,item,Stormsurge,40,141,0.28368794326241137
26.09,Aurora,Mid,item,Rabadon's Deathcap,37,141,0.2624113475177305
26.09,Aurora,Mid,item,Doran's Ring,31,141,0.2198581560283688
26.09,Aurora,Mid,item,Chainlaced Crushers,26,141,0.18439716312056736
26.09,Aurora,Mid,item,Blighting Jewel,23,141,0.16312056737588654
26.09,Aurora,Mid,item,Amplifying Tome,20,141,0.14184397163120568
26.09,Aurora,Mid,item,Void Staff,19,141,0.1347517730496454
26.09,Aurora,Mid,item,Control Ward,19,141,0.1347517730496454
26.09,Aurora,Mid,item,Mejai's Soulstealer,15,141,0.10638297872340426
26.09,Aurora,Mid,item,Zhonya's Hourglass,14,141,0.09929078014184398
26.09,Aurora,Mid,item,Crimson Lucidity,13,141,0.09219858156028368
26.09,Aurora,Mid,item,Blasting Wand,12,141,0.0851063829787234
26.09,Aurora,Mid,item,Hextech Alternator,11,141,0.07801418439716312
26.09,Aurora,Mid,item,Liandry's Torment,9,141,0.06382978723404255
26.09,Aurora,Mid,item,Oblivion Orb,7,141,0.04964539007092199
26.09,Aurora,Mid,item,Seeker's Armguard,4,141,0.028368794326241134
26.09,Aurora,Mid,item,Cryptbloom,3,141,0.02127659574468085
26.09,Aurora,Mid,item,Luden's Echo,2,141,0.014184397163120567
26.09,Aurora,Mid,item,Malignance,2,141,0.014184397163120567
26.09,Aurora,Mid,item,Riftmaker,2,141,0.014184397163120567
26.09,Aurora,Mid,item,Shattered Armguard,2,141,0.014184397163120567
26.09,Aurora,Mid,item,Lost Chapter,1,141,0.0070921985815602835
26.09,Aurora,Mid,item,Verdant Barrier,1,141,0.0070921985815602835
26.09,Aurora,Mid,item,Bloodletter's Curse,1,141,0.0070921985815602835
26.09,Aurora,Mid,item,Blackfire Torch,1,141,0.0070921985815602835
26.09,Aurora,Mid,key_rune,Electrocute,128,141,0.9078014184397163
26.09,Aurora,Mid,key_rune,Deathfire Touch,7,141,0.04964539007092199
26.09,Aurora,Mid,key_rune,Arcane Comet,5,141,0.03546099290780142
26.09,Aurora,Top,item,Shadowflame,19,21,0.9047619047619048
26.09,Aurora,Top,item,Hextech Rocketbelt,18,21,0.8571428571428571
26.09,Aurora,Top,item,Sorcerer's Shoes,14,21,0.6666666666666666
26.09,Aurora,Top,item,Dark Seal,8,21,0.38095238095238093
26.09,Aurora,Top,item,Ionian Boots of Lucidity,6,21,0.2857142857142857
26.09,Aurora,Top,item,Needlessly Large Rod,5,21,0.23809523809523808
26.09,Aurora,Top,item,Amplifying Tome,5,21,0.23809523809523808
26.09,Aurora,Top,item,Void Staff,5,21,0.23809523809523808
26.09,Aurora,Top,item,Rabadon's Deathcap,4,21,0.19047619047619047
26.09,Aurora,Top,item,Doran's Ring,4,21,0.19047619047619047
26.09,Aurora,Top,item,Hextech Alternator,3,21,0.14285714285714285
26.09,Aurora,Top,item,Liandry's Torment,2,21,0.09523809523809523
26.09,Aurora,Top,item,Bloodletter's Curse,2,21,0.09523809523809523
26.09,Aurora,Top,item,Seeker's Armguard,2,21,0.09523809523809523
26.09,Aurora,Top,item,Aether Wisp,2,21,0.09523809523809523
26.09,Aurora,Top,item,Control Ward,2,21,0.09523809523809523
26.09,Aurora,Top,item,Stormsurge,2,21,0.09523809523809523
26.09,Aurora,Top,item,Fiendish Codex,1,21,0.047619047619047616
26.09,Aurora,Top,item,Luden's Echo,1,21,0.047619047619047616
26.09,Aurora,Top,item,Oblivion Orb,1,21,0.047619047619047616
26.09,Aurora,Top,item,Riftmaker,1,21,0.047619047619047616
26.09,Aurora,Top,item,Mejai's Soulstealer,1,21,0.047619047619047616
26.09,Aurora,Top,item,Blighting Jewel,1,21,0.047619047619047616
26.09,Aurora,Top,item,Boots of Swiftness,1,21,0.047619047619047616
26.09,Aurora,Top,item,Zhonya's Hourglass,1,21,0.047619047619047616
26.09,Aurora,Top,key_rune,Electrocute,20,21,0.9523809523809523
26.09,Aurora,Top,key_rune,Deathfire Touch,1,21,0.047619047619047616
26.09,Azir,Mid,item,Nashor's Tooth,72,72,1.0
26.09,Azir,Mid,item,Hextech Rocketbelt,45,72,0.625
26.09,Azir,Mid,item,Spellslinger's Shoes,42,72,0.5833333333333334
26.09,Azir,Mid,item,Chainlaced Crushers,27,72,0.375
26.09,Azir,Mid,item,Doran's Ring,25,72,0.3472222222222222
26.09,Azir,Mid,item,Rabadon's Deathcap,21,72,0.2916666666666667
26.09,Azir,Mid,item,Shadowflame,20,72,0.2777777777777778
26.09,Azir,Mid,item,Zhonya's Hourglass,17,72,0.2361111111111111
26.09,Azir,Mid,item,Amplifying Tome,15,72,0.20833333333333334
26.09,Azir,Mid,item,Needlessly Large Rod,15,72,0.20833333333333334
26.09,Azir,Mid,item,Dark Seal,13,72,0.18055555555555555
26.09,Azir,Mid,item,Liandry's Torment,12,72,0.16666666666666666
26.09,Azir,Mid,item,Control Ward,11,72,0.1527777777777778
26.09,Azir,Mid,item,Void Staff,11,72,0.1527777777777778
26.09,Azir,Mid,item,Blighting Jewel,9,72,0.125
26.09,Azir,Mid,item,Seeker's Armguard,8,72,0.1111111111111111
26.09,Azir,Mid,item,Rylai's Crystal Scepter,7,72,0.09722222222222222
26.09,Azir,Mid,item,Shattered Armguard,6,72,0.08333333333333333
26.09,Azir,Mid,item,Blasting Wand,4,72,0.05555555555555555
26.09,Azir,Mid,item,Haunting Guise,4,72,0.05555555555555555
26.09,Azir,Mid,item,Fated Ashes,3,72,0.041666666666666664
26.09,Azir,Mid,item,Hextech Alternator,3,72,0.041666666666666664
26.09,Azir,Mid,item,Cryptbloom,2,72,0.027777777777777776
26.09,Azir,Mid,item,Crimson Lucidity,1,72,0.013888888888888888
26.09,Azir,Mid,item,Banshee's Veil,1,72,0.013888888888888888
26.09,Azir,Mid,item,Giant's Belt,1,72,0.013888888888888888
26.09,Azir,Mid,item,Stormsurge,1,72,0.013888888888888888
26.09,Azir,Mid,item,Oblivion Orb,1,72,0.013888888888888888
26.09,Azir,Mid,item,Bloodletter's Curse,1,72,0.013888888888888888
26.09,Azir,Mid,item,Immortal Path,1,72,0.013888888888888888
26.09,Azir,Mid,item,Fiendish Codex,1,72,0.013888888888888888
26.09,Azir,Mid,key_rune,Lethal Tempo,68,72,0.9444444444444444
26.09,Azir,Mid,key_rune,Arcane Comet,3,72,0.041666666666666664
26.09,Azir,Mid,key_rune,Grasp of the Undying,1,72,0.013888888888888888
26.09,Bard,Support,item,Locket of the Iron Solari,144,201,0.7164179104477612
26.09,Bard,Support,item,Bloodsong,143,201,0.7114427860696517
26.09,Bard,Support,item,Mikael's Blessing,104,201,0.5174129353233831
26.09,Bard,Support,item,Kindlegem,92,201,0.4577114427860697
26.09,Bard,Support,item,Boots of Swiftness,65,201,0.32338308457711445
26.09,Bard,Support,item,Ionian Boots of Lucidity,60,201,0.29850746268656714
26.09,Bard,Support,item,Bandlepipes,58,201,0.2885572139303483
26.09,Bard,Support,item,Mercury's Treads,51,201,0.2537313432835821
26.09,Bard,Support,item,Dead Man's Plate,47,201,0.23383084577114427
26.09,Bard,Support,item,Celestial Opposition,45,201,0.22388059701492538
26.09,Bard,Support,item,Cloth Armor,39,201,0.19402985074626866
26.09,Bard,Support,item,Ruby Crystal,34,201,0.1691542288557214
26.09,Bard,Support,item,Null-Magic Mantle,24,201,0.11940298507462686
26.09,Bard,Support,item,Oblivion Orb,22,201,0.10945273631840796
26.09,Bard,Support,item,Forbidden Idol,19,201,0.0945273631840796
26.09,Bard,Support,item,Slightly Magical Footwear,14,201,0.06965174129353234
26.09,Bard,Support,item,Solstice Sleigh,12,201,0.05970149253731343
26.09,Bard,Support,item,Echoes of Helia,12,201,0.05970149253731343
26.09,Bard,Support,item,Redemption,9,201,0.04477611940298507
26.09,Bard,Support,item,Plated Steelcaps,9,201,0.04477611940298507
26.09,Bard,Support,item,Amplifying Tome,8,201,0.03980099502487562
26.09,Bard,Support,item,Glowing Mote,8,201,0.03980099502487562
26.09,Bard,Support,item,Fated Ashes,8,201,0.03980099502487562
26.09,Bard,Support,item,Refillable Potion,8,201,0.03980099502487562
26.09,Bard,Support,item,Giant's Belt,7,201,0.03482587064676617
26.09,Bard,Support,item,Fiendish Codex,7,201,0.03482587064676617
26.09,Bard,Support,item,Negatron Cloak,6,201,0.029850746268656716
26.09,Bard,Support,item,Haunting Guise,6,201,0.029850746268656716
26.09,Bard,Support,item,Protoplasm Harness,6,201,0.029850746268656716
26.09,Bard,Support,item,Knight's Vow,5,201,0.024875621890547265
26.09,Bard,Support,item,Winged Moonplate,4,201,0.01990049751243781
26.09,Bard,Support,item,Chain Vest,4,201,0.01990049751243781
26.09,Bard,Support,item,Liandry's Torment,3,201,0.014925373134328358
26.09,Bard,Support,item,Faerie Charm,3,201,0.014925373134328358
26.09,Bard,Support,item,Gluttonous Greaves,2,201,0.009950248756218905
26.09,Bard,Support,item,Black Cleaver,2,201,0.009950248756218905
26.09,Bard,Support,item,Bandleglass Mirror,2,201,0.009950248756218905
26.09,Bard,Support,item,Shurelya's Battlesong,1,201,0.004975124378109453
26.09,Bard,Support,item,Kaenic Rookern,1,201,0.004975124378109453
26.09,Bard,Support,item,Dark Seal,1,201,0.004975124378109453
26.09,Bard,Support,item,Rejuvenation Bead,1,201,0.004975124378109453
26.09,Bard,Support,item,Seeker's Armguard,1,201,0.004975124378109453
26.09,Bard,Support,item,Quicksilver Sash,1,201,0.004975124378109453
26.09,Bard,Support,item,Aether Wisp,1,201,0.004975124378109453
26.09,Bard,Support,item,Frozen Heart,1,201,0.004975124378109453
26.09,Bard,Support,key_rune,Electrocute,190,201,0.945273631840796
26.09,Bard,Support,key_rune,Deathfire Touch,4,201,0.01990049751243781
26.09,Bard,Support,key_rune,Unsealed Spellbook,3,201,0.014925373134328358
26.09,Bard,Support,key_rune,Guardian,2,201,0.009950248756218905
26.09,Blitzcrank,Support,item,Boots of Swiftness,5,5,1.0
26.09,Blitzcrank,Support,item,Mikael's Blessing,3,5,0.6
26.09,Blitzcrank,Support,item,Kindlegem,3,5,0.6
26.09,Blitzcrank,Support,item,Locket of the Iron Solari,3,5,0.6
26.09,Blitzcrank,Support,item,Bloodsong,2,5,0.4
26.09,Blitzcrank,Support,item,Null-Magic Mantle,2,5,0.4
26.09,Blitzcrank,Support,item,Cloth Armor,2,5,0.4
26.09,Blitzcrank,Support,item,Celestial Opposition,2,5,0.4
26.09,Blitzcrank,Support,item,Zeke's Convergence,2,5,0.4
26.09,Blitzcrank,Support,item,Dead Man's Plate,1,5,0.2
26.09,Blitzcrank,Support,item,Abyssal Mask,1,5,0.2
26.09,Blitzcrank,Support,item,Bandlepipes,1,5,0.2
26.09,Blitzcrank,Support,item,Solstice Sleigh,1,5,0.2
26.09,Blitzcrank,Support,item,Knight's Vow,1,5,0.2
26.09,Blitzcrank,Support,key_rune,Unsealed Spellbook,4,5,0.8
26.09,Blitzcrank,Support,key_rune,Glacial Augment,1,5,0.2
26.09,Brand,Bot,item,Rylai's Crystal Scepter,3,3,1.0
26.09,Brand,Bot,item,Blackfire Torch,2,3,0.6666666666666666
26.09,Brand,Bot,item,Liandry's Torment,2,3,0.6666666666666666
26.09,Brand,Bot,item,Oblivion Orb,2,3,0.6666666666666666
26.09,Brand,Bot,item,Refillable Potion,1,3,0.3333333333333333
26.09,Brand,Bot,item,Doran's Ring,1,3,0.3333333333333333
26.09,Brand,Bot,item,Amplifying Tome,1,3,0.3333333333333333
26.09,Brand,Bot,item,Bloodletter's Curse,1,3,0.3333333333333333
26.09,Brand,Bot,item,Mejai's Soulstealer,1,3,0.3333333333333333
26.09,Brand,Bot,item,Void Staff,1,3,0.3333333333333333
26.09,Brand,Bot,item,Dark Seal,1,3,0.3333333333333333
26.09,Brand,Bot,key_rune,Deathfire Touch,3,3,1.0
26.09,Brand,Jungle,item,Liandry's Torment,3,3,1.0
26.09,Brand,Jungle,item,Shattered Armguard,2,3,0.6666666666666666
26.09,Brand,Jungle,item,Rylai's Crystal Scepter,2,3,0.6666666666666666
26.09,Brand,Jungle,item,Blackfire Torch,2,3,0.6666666666666666
26.09,Brand,Jungle,item,Gluttonous Greaves,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Control Ward,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Oblivion Orb,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Sorcerer's Shoes,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Dark Seal,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Bloodletter's Curse,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Ionian Boots of Lucidity,1,3,0.3333333333333333
26.09,Brand,Jungle,item,Doran's Helm,1,3,0.3333333333333333
26.09,Brand,Jungle,key_rune,Deathfire Touch,3,3,1.0
26.09,Brand,Mid,item,Liandry's Torment,3,3,1.0
26.09,Brand,Mid,item,Rylai's Crystal Scepter,3,3,1.0
26.09,Brand,Mid,item,Spellslinger's Shoes,3,3,1.0
26.09,Brand,Mid,item,Dark Seal,3,3,1.0
26.09,Brand,Mid,item,Shattered Armguard,2,3,0.6666666666666666
26.09,Brand,Mid,item,Control Ward,1,3,0.3333333333333333
26.09,Brand,Mid,item,Doran's Ring,1,3,0.3333333333333333
26.09,Brand,Mid,item,Needlessly Large Rod,1,3,0.3333333333333333
26.09,Brand,Mid,item,Seeker's Armguard,1,3,0.3333333333333333
26.09,Brand,Mid,key_rune,Deathfire Touch,3,3,1.0
26.09,Brand,Top,item,Amplifying Tome,3,2,1.5
26.09,Brand,Top,item,Liandry's Torment,2,2,1.0
26.09,Brand,Top,item,Rylai's Crystal Scepter,2,2,1.0
26.09,Brand,Top,item,Plated Steelcaps,1,2,0.5
26.09,Brand,Top,item,Control Ward,1,2,0.5
26.09,Brand,Top,item,Zhonya's Hourglass,1,2,0.5
26.09,Brand,Top,item,Bloodletter's Curse,1,2,0.5
26.09,Brand,Top,item,Gluttonous Greaves,1,2,0.5
26.09,Brand,Top,key_rune,Deathfire Touch,2,2,1.0
26.09,Braum,Support,item,Locket of the Iron Solari,20,27,0.7407407407407407
26.09,Braum,Support,item,Solstice Sleigh,15,27,0.5555555555555556
26.09,Braum,Support,item,Kindlegem,14,27,0.5185185185185185
26.09,Braum,Support,item,Celestial Opposition,12,27,0.4444444444444444
26.09,Braum,Support,item,Knight's Vow,11,27,0.4074074074074074
26.09,Braum,Support,item,Plated Steelcaps,11,27,0.4074074074074074
26.09,Braum,Support,item,Bandlepipes,9,27,0.3333333333333333
26.09,Braum,Support,item,Mercury's Treads,8,27,0.2962962962962963
26.09,Braum,Support,item,Ruby Crystal,6,27,0.2222222222222222
26.09,Braum,Support,item,Protoplasm Harness,5,27,0.18518518518518517
26.09,Braum,Support,item,Slightly Magical Footwear,5,27,0.18518518518518517
26.09,Braum,Support,item,Cloth Armor,5,27,0.18518518518518517
26.09,Braum,Support,item,Boots of Swiftness,2,27,0.07407407407407407
26.09,Braum,Support,item,Refillable Potion,2,27,0.07407407407407407
26.09,Braum,Support,item,Forbidden Idol,2,27,0.07407407407407407
26.09,Braum,Support,item,Mikael's Blessing,2,27,0.07407407407407407
26.09,Braum,Support,item,Chain Vest,2,27,0.07407407407407407
26.09,Braum,Support,item,Null-Magic Mantle,2,27,0.07407407407407407
26.09,Braum,Support,item,Thornmail,2,27,0.07407407407407407
26.09,Braum,Support,item,Fiendish Codex,1,27,0.037037037037037035
26.09,Braum,Support,item,Faerie Charm,1,27,0.037037037037037035
26.09,Braum,Support,item,Zeke's Convergence,1,27,0.037037037037037035
26.09,Braum,Support,item,Giant's Belt,1,27,0.037037037037037035
26.09,Braum,Support,item,Abyssal Mask,1,27,0.037037037037037035
26.09,Braum,Support,item,Bramble Vest,1,27,0.037037037037037035
26.09,Braum,Support,item,Boots,1,27,0.037037037037037035
26.09,Braum,Support,item,Frozen Heart,1,27,0.037037037037037035
26.09,Braum,Support,item,Rejuvenation Bead,1,27,0.037037037037037035
26.09,Braum,Support,key_rune,Guardian,17,27,0.6296296296296297
26.09,Braum,Support,key_rune,Unsealed Spellbook,8,27,0.2962962962962963
26.09,Braum,Support,key_rune,Hail of Blades,1,27,0.037037037037037035
26.09,Braum,Support,key_rune,Aftershock,1,27,0.037037037037037035
26.09,Caitlyn,Bot,item,Infinity Edge,136,138,0.9855072463768116
26.09,Caitlyn,Bot,item,Hexoptics C44,108,138,0.782608695652174
26.09,Caitlyn,Bot,item,Rapid Firecannon,94,138,0.6811594202898551
26.09,Caitlyn,Bot,item,Lord Dominik's Regards,79,138,0.572463768115942
26.09,Caitlyn,Bot,item,Doran's Blade,54,138,0.391304347826087
26.09,Caitlyn,Bot,item,Doran's Bow,27,138,0.1956521739130435
26.09,Caitlyn,Bot,item,Long Sword,21,138,0.15217391304347827
26.09,Caitlyn,Bot,item,Cloak of Agility,21,138,0.15217391304347827
26.09,Caitlyn,Bot,item,B. F. Sword,21,138,0.15217391304347827
26.09,Caitlyn,Bot,item,Stormrazor,19,138,0.13768115942028986
26.09,Caitlyn,Bot,item,Bloodthirster,19,138,0.13768115942028986
26.09,Caitlyn,Bot,item,Control Ward,17,138,0.12318840579710146
